# OrdScale, Damp Rate: 0.0239638044938 0.116555513302
#  r 	 Gdiff 	 mPDF_calc 	 TotalDiff
7.060000000000000497e+00 -1.402834887896109439e-01 1.626541992845461637e-01 -3.029376880741571076e-01
7.070000000000000284e+00 -1.514519800122352544e-01 1.629562487739305565e-01 -3.144082287861658109e-01
7.080000000000000071e+00 -1.532607389266922304e-01 1.631441786734004751e-01 -3.164049176000927055e-01
7.089999999999999858e+00 -1.456415831699182650e-01 1.632181527386310504e-01 -3.088597359085493155e-01
7.100000000000000533e+00 -1.290902667348796662e-01 1.631784963479957495e-01 -2.922687630828754157e-01
7.110000000000000320e+00 -1.045725727320439002e-01 1.630256912187160179e-01 -2.675982639507599181e-01
7.120000000000000107e+00 -7.354859518930401130e-02 1.627603698231382123e-01 -2.363089650124422236e-01
7.129999999999999893e+00 -3.784967417617468577e-02 1.623833095277657512e-01 -2.002329837039404370e-01
7.140000000000000568e+00 4.276894353294480311e-04 1.618954264782319352e-01 -1.614677370429024872e-01
7.150000000000000355e+00 3.903293021271059260e-02 1.612977692538800079e-01 -1.222648390411694153e-01
7.160000000000000142e+00 7.573123157644223724e-02 1.605915123160121527e-01 -8.486028073956991546e-02
7.169999999999999929e+00 1.083711431361762401e-01 1.597779492741849550e-01 -5.140680613800871490e-02
7.179999999999999716e+00 1.351144319622634704e-01 1.588584859951647776e-01 -2.374405403290130723e-02
7.190000000000000391e+00 1.544482139721732317e-01 1.578346335793074096e-01 -3.386419607134177889e-03
7.200000000000000178e+00 1.653356032505906015e-01 1.567080012292017821e-01 8.627602021388819376e-03
7.209999999999999964e+00 1.672781584459994697e-01 1.554802890354065048e-01 1.179786941059296490e-02
7.219999999999999751e+00 1.603215225259493337e-01 1.541532807040255360e-01 6.168241821923797774e-03
7.230000000000000426e+00 1.450450058267112041e-01 1.527288362507010777e-01 -7.683830423989873593e-03
7.240000000000000213e+00 1.225665341272867970e-01 1.512088846853652246e-01 -2.864235055807842767e-02
7.250000000000000000e+00 9.441636718036994225e-02 1.495954167117726774e-01 -5.517904953140273516e-02
7.259999999999999787e+00 6.246619158696908869e-02 1.478904774654530296e-01 -8.542428587848394095e-02
7.270000000000000462e+00 2.883442018312054600e-02 1.460961593130377933e-01 -1.172617391299172473e-01
7.280000000000000249e+00 -4.356475005220961094e-03 1.442145947360617964e-01 -1.485710697412827574e-01
7.290000000000000036e+00 -3.495933379972959720e-02 1.422479493212570334e-01 -1.772072831209866306e-01
7.299999999999999822e+00 -6.110161304677164118e-02 1.401984148783604056e-01 -2.013000279251320468e-01
7.310000000000000497e+00 -8.115266303062029785e-02 1.380682027063103445e-01 -2.192208657369306424e-01
7.320000000000000284e+00 -9.396251112877362921e-02 1.358595370277390357e-01 -2.298220481565126649e-01
7.330000000000000071e+00 -9.883922116625620813e-02 1.335746486108409237e-01 -2.324138697770971318e-01
7.339999999999999858e+00 -9.563774276334829905e-02 1.312157685968141640e-01 -2.268535113601624631e-01
7.350000000000000533e+00 -8.471851997676155266e-02 1.287851225501442376e-01 -2.135036425269057903e-01
7.360000000000000320e+00 -6.696608731368211553e-02 1.262849247480244408e-01 -1.932510120617065563e-01
7.370000000000000107e+00 -4.368042671060468063e-02 1.237173727241912546e-01 -1.673977994347959353e-01
7.379999999999999893e+00 -1.650985988795619641e-02 1.210846420814018221e-01 -1.375945019693580185e-01
7.390000000000000568e+00 1.268753373434997056e-02 1.183888815856917465e-01 -1.057013478513417759e-01
7.400000000000000355e+00 4.195988829668831355e-02 1.156322085544336103e-01 -7.367232025774529680e-02
7.410000000000000142e+00 6.940426217531264763e-02 1.128167045490732767e-01 -4.341244237376062909e-02
7.419999999999999929e+00 9.328286126461571293e-02 1.099444113822530128e-01 -1.666155011763729987e-02
7.429999999999999716e+00 1.121934306534654313e-01 1.070173274478431885e-01 5.176103205622242798e-03
7.440000000000000391e+00 1.250832664077436984e-01 1.040374043812043597e-01 2.104586202653933869e-02
7.450000000000000178e+00 1.313704099696166860e-01 1.010065440557851163e-01 3.036386591383156974e-02
7.459999999999999964e+00 1.309633318774390265e-01 9.792659592094334065e-02 3.303673595649568584e-02
7.469999999999999751e+00 1.242629988371157790e-01 9.479935468464929793e-02 2.946364415246648105e-02
7.480000000000000426e+00 1.120917310444857762e-01 9.162655834350774686e-02 2.046517270097802932e-02
7.490000000000000213e+00 9.566364042579911242e-02 8.840988656131058832e-02 7.253753864488524106e-03
7.500000000000000000e+00 7.649050354015396458e-02 8.515095939602376762e-02 -8.660455855869803043e-03
7.509999999999999787e+00 5.618934695839650217e-02 8.185133637407865370e-02 -2.566198941568215153e-02
7.520000000000000462e+00 3.644838282747620006e-02 7.851251590994430540e-02 -4.206413308246810534e-02
7.530000000000000249e+00 1.882572433347484697e-02 7.513593506682024470e-02 -5.631021073334539773e-02
7.540000000000000036e+00 4.652987500583405378e-03 7.172296965397095825e-02 -6.706998215338755287e-02
7.549999999999999822e+00 -5.037104869001662877e-03 6.827493465485715007e-02 -7.331203952385881295e-02
7.560000000000000497e+00 -9.654175759883809604e-03 6.479308497912107667e-02 -7.444726073900488628e-02
7.570000000000000284e+00 -9.065562153963258041e-03 6.127861653041571932e-02 -7.034417868437897736e-02
7.580000000000000071e+00 -3.572218549996897252e-03 5.773266758103288987e-02 -6.130488613102978712e-02
7.589999999999999858e+00 6.066304991342308384e-03 5.415632044329008604e-02 -4.809001545194777766e-02
7.600000000000000533e+00 1.865714574056165365e-02 5.055060342667729023e-02 -3.189345768611563658e-02
7.610000000000000320e+00 3.281478838312568147e-02 4.691649306885061627e-02 -1.410170468572493480e-02
7.620000000000000107e+00 4.688617061804745134e-02 4.325491662768950890e-02 3.631253990357942441e-03
7.629999999999999893e+00 5.924282762983812400e-02 3.956675482081081080e-02 1.967607280902731320e-02
7.640000000000000568e+00 6.827727772965397346e-02 3.585284479815960268e-02 3.242443293149437078e-02
7.650000000000000355e+00 7.267612869108414086e-02 3.211398333257493160e-02 4.056214535850920927e-02
7.660000000000000142e+00 7.140694579732898006e-02 2.835093021255935541e-02 4.305601558476962465e-02
7.669999999999999929e+00 6.392137110026935298e-02 2.456441182086858271e-02 3.935695927940077027e-02
7.679999999999999716e+00 5.010986386226001787e-02 2.075512488198064109e-02 2.935473898027937678e-02
7.690000000000000391e+00 3.042719112794456393e-02 1.692374036100620371e-02 1.350345076693836022e-02
7.700000000000000178e+00 5.859748966308364615e-03 1.307090749616364109e-02 -7.211158529855276472e-03
7.709999999999999964e+00 -2.222490355310502430e-02 9.197257946564521558e-03 -3.142216149966954586e-02
7.719999999999999751e+00 -5.205627656308386975e-02 5.303410036739931999e-03 -5.735968659982380174e-02
7.730000000000000426e+00 -8.163213269960456486e-02 1.389973079082132412e-03 -8.302210577868669727e-02
7.740000000000000213e+00 -1.088321976892574483e-01 -2.542448244844230931e-03 -1.062897494444132174e-01
7.750000000000000000e+00 -1.315790245674093306e-01 -6.493249463134120880e-03 -1.250857751042752097e-01
7.759999999999999787e+00 -1.480589194046353363e-01 -1.046182187186070478e-02 -1.375970975327746315e-01
7.770000000000000462e+00 -1.567569785196187837e-01 -1.444754809202705714e-02 -1.423094304275917266e-01
7.780000000000000249e+00 -1.566519290391603647e-01 -1.844979764428494873e-02 -1.382021313948754160e-01
7.790000000000000036e+00 -1.472892079174532576e-01 -2.246792256042541569e-02 -1.248212853570278419e-01
7.799999999999999822e+00 -1.288450781206962326e-01 -2.650125305045372692e-02 -1.023438250702425056e-01
7.810000000000000497e+00 -1.021509620907052884e-01 -3.054909324380733482e-02 -7.160186884689795361e-02
7.820000000000000284e+00 -6.864581804540570431e-02 -3.461071702295892560e-02 -3.403510102244677871e-02
7.830000000000000071e+00 -3.028537079489934669e-02 -3.868536396727033366e-02 8.399993172370986971e-03
7.839999999999999858e+00 1.053976280500235063e-02 -4.277223542452811972e-02 5.331199822953047035e-02
7.850000000000000533e+00 5.116980832626882858e-02 -4.687049072709706388e-02 9.804029905336589246e-02
7.860000000000000320e+00 8.877141239083297108e-02 -5.097924356907901355e-02 1.397506559599119846e-01
7.870000000000000107e+00 1.206612406670675153e-01 -5.509755856025957965e-02 1.757587992273270949e-01
7.879999999999999893e+00 1.443175230768518613e-01 -5.922444797196874111e-02 2.035419710488206024e-01
7.890000000000000568e+00 1.577014162029559685e-01 -6.335886868927420590e-02 2.210602848922301744e-01
7.900000000000000355e+00 1.592837919175035255e-01 -6.749971938317014808e-02 2.267835113006736736e-01
7.910000000000000142e+00 1.482141373938481443e-01 -7.164583791562373349e-02 2.198599753094718778e-01
7.919999999999999929e+00 1.243560968508901077e-01 -7.579599898949584968e-02 2.001520958403859574e-01
7.930000000000000604e+00 8.834709064534607137e-02 -7.994891205446880145e-02 1.682960026998148728e-01
7.940000000000000391e+00 4.154054126344058906e-02 -8.410321947918986130e-02 1.256437607426304504e-01
7.950000000000000178e+00 -1.403332424415826285e-02 -8.825749499888237148e-02 7.422417075472410863e-02
7.959999999999999964e+00 -7.581754897689230166e-02 -9.241024244668756549e-02 1.659269346979526383e-02
7.969999999999999751e+00 -1.408304959929127520e-01 -9.655989477600936122e-02 -4.427060121690339078e-02
7.980000000000000426e+00 -2.058643144651980394e-01 -1.007048133799903211e-01 -1.051595010852077183e-01
7.990000000000000213e+00 -2.676838645915842196e-01 -1.048432877133195218e-01 -1.628405768782646978e-01
8.000000000000000000e+00 -3.231859980152871348e-01 -1.089735352204202756e-01 -2.142124627948668592e-01
8.009999999999999787e+00 -3.695957825681335240e-01 -1.130937015729722717e-01 -2.565020809951612524e-01
8.019999999999999574e+00 -4.046213174009503089e-01 -1.172018612186217501e-01 -2.874194561823285587e-01
8.030000000000001137e+00 -4.265856361053805834e-01 -1.212960182416165100e-01 -3.052896178637640734e-01
8.039999999999999147e+00 -4.345221386315669676e-01 -1.253741075349883438e-01 -3.091480310965786238e-01
8.050000000000000711e+00 -4.282089706799614426e-01 -1.294339962827842361e-01 -2.987749743971772065e-01
8.060000000000000497e+00 -4.081697602444451789e-01 -1.334734857497378302e-01 -2.746962744947073487e-01
8.070000000000000284e+00 -3.757019419916312053e-01 -1.374903133746659123e-01 -2.382116286169652930e-01
8.080000000000000071e+00 -3.326392223815841653e-01 -1.414821551627813701e-01 -1.911570672188027953e-01
8.089999999999999858e+00 -2.813911148481844648e-01 -1.454466283710386665e-01 -1.359444864771457984e-01
8.100000000000001421e+00 -2.247093764840903951e-01 -1.493812944795672171e-01 -7.532808200452317804e-02
8.109999999999999432e+00 -1.655380386608129584e-01 -1.532836624412149407e-01 -1.225437621959801771e-02
8.120000000000000995e+00 -1.068499845417925087e-01 -1.571511922002171713e-01 5.030120765842466257e-02
8.129999999999999005e+00 -5.143817977360853888e-02 -1.609812984700244864e-01 1.095431186964159476e-01
8.140000000000000568e+00 -1.833295153976788328e-03 -1.647713547593848415e-01 1.629380596054080532e-01
8.150000000000000355e+00 3.985871589257294900e-02 -1.685186976348641008e-01 2.083774135274370498e-01
8.160000000000000142e+00 7.215564588520617662e-02 -1.722206312071256629e-01 2.443762770923318395e-01
8.169999999999999929e+00 9.408328055168002635e-02 -1.758744318274660379e-01 2.699577123791460642e-01
8.179999999999999716e+00 1.054172813738185610e-01 -1.794773529803295187e-01 2.848946343541480797e-01
8.190000000000001279e+00 1.064703587903859106e-01 -1.830266303567956720e-01 2.894969891471815826e-01
8.199999999999999289e+00 9.817863285348060742e-02 -1.865194870933713500e-01 2.846981199468519574e-01
8.210000000000000853e+00 8.197781049958829946e-02 -1.899531391597657493e-01 2.719309496593540487e-01
8.219999999999998863e+00 5.972648247130019072e-02 -1.933248008788002181e-01 2.530512833501004089e-01
8.230000000000000426e+00 3.351491561147290632e-02 -1.966316905610995813e-01 2.301466061725724876e-01
8.240000000000000213e+00 5.556695492094809730e-03 -1.998710362367498716e-01 2.054277317288446814e-01
8.250000000000000000e+00 -2.191394230977883328e-02 -2.030400814657379316e-01 1.811261391559590983e-01
8.259999999999999787e+00 -4.684654724583209306e-02 -2.061360912086721286e-01 1.592895439628400356e-01
8.269999999999999574e+00 -6.744831708469295473e-02 -2.091563577390317952e-01 1.417080406543388404e-01
8.280000000000001137e+00 -8.231615535395475636e-02 -2.120982065780115944e-01 1.297820512240568380e-01
8.289999999999999147e+00 -9.049752135831107269e-02 -2.149590024329086635e-01 1.244614810745975908e-01
8.300000000000000711e+00 -9.151992659746405190e-02 -2.177361551199532841e-01 1.262162285224892322e-01
8.310000000000000497e+00 -8.544619196174579878e-02 -2.204271254524993173e-01 1.349809334907535185e-01
8.320000000000000284e+00 -7.282935005806367990e-02 -2.230294310755819298e-01 1.502000810175182499e-01
8.330000000000000071e+00 -5.467682265252060692e-02 -2.255406522280007653e-01 1.708638295754801584e-01
8.339999999999999858e+00 -3.234069538220318840e-02 -2.279584374133094282e-01 1.956177420311062398e-01
8.350000000000001421e+00 -7.522067973898316495e-03 -2.302805089613800538e-01 2.227584409874817373e-01
8.359999999999999432e+00 1.795582014673113846e-02 -2.325046684625628468e-01 2.504604886092939853e-01
8.370000000000000995e+00 4.221498526286482367e-02 -2.346288020568797483e-01 2.768437873197445720e-01
8.379999999999999005e+00 6.341777395714975896e-02 -2.366508855611675344e-01 3.000686595183172933e-01
8.390000000000000568e+00 7.983850384250956722e-02 -2.385689894176264980e-01 3.184074932601360652e-01
8.400000000000000355e+00 9.016201053497097107e-02 -2.403812834478285532e-01 3.305432939827995242e-01
8.410000000000000142e+00 9.331534474805946999e-02 -2.420860413968933811e-01 3.354013861449528511e-01
8.419999999999999929e+00 8.863383642836231147e-02 -2.436816452532478694e-01 3.323154816816101809e-01
8.429999999999999716e+00 7.591932771752230025e-02 -2.451665893301395727e-01 3.210859170476618729e-01
8.440000000000001279e+00 5.544507680047860987e-02 -2.465394840958926581e-01 3.019845608963712680e-01
8.449999999999999289e+00 2.790815447081396172e-02 -2.477990597407456197e-01 2.757072142115595814e-01
8.460000000000000853e+00 -5.714362206901135721e-03 -2.489441694689854545e-01 2.432298072620843188e-01
8.469999999999998863e+00 -4.398483221797899745e-02 -2.499737925060422361e-01 2.059889602880632387e-01
8.480000000000000426e+00 -8.535680020834757187e-02 -2.508870368111713600e-01 1.655302366028237882e-01
8.490000000000000213e+00 -1.280946231425375004e-01 -2.516831414873488826e-01 1.235885183448113822e-01
8.500000000000000000e+00 -1.704571315019238753e-01 -2.523614788810270015e-01 8.190434737910312624e-02
8.509999999999999787e+00 -2.107836597790333499e-01 -2.529215563654490517e-01 4.213789658641570179e-02
8.519999999999999574e+00 -2.476143311705953920e-01 -2.533630178022861501e-01 5.748686631690758109e-03
8.530000000000001137e+00 -2.797110918451766182e-01 -2.536856446774441443e-01 -2.602544716773247391e-02
8.539999999999999147e+00 -3.062512806273360866e-01 -2.538893569079773704e-01 -5.236192371935871614e-02
8.550000000000000711e+00 -3.266910750360283444e-01 -2.539742133181513983e-01 -7.271686171787694608e-02
8.560000000000000497e+00 -3.409415584818420442e-01 -2.539404117837913422e-01 -8.700114669805070200e-02
8.570000000000000284e+00 -3.493450231246528759e-01 -2.537882890451605977e-01 -9.555673407949227816e-02
8.580000000000000071e+00 -3.525731378935290650e-01 -2.535183201897004412e-01 -9.905481770382862372e-02
8.589999999999999858e+00 -3.516015366192459801e-01 -2.531311178070521084e-01 -9.847041881219387172e-02
8.600000000000001421e+00 -3.475970831469386013e-01 -2.526274308198462326e-01 -9.496965232709236870e-02
8.609999999999999432e+00 -3.419945216919160202e-01 -2.520081429947990670e-01 -8.998637869711695325e-02
8.620000000000000995e+00 -3.362084983566262508e-01 -2.512742711396825368e-01 -8.493422721694371402e-02
8.629999999999999005e+00 -3.315422121762212626e-01 -2.504269629927357577e-01 -8.111524918348550495e-02
8.640000000000000568e+00 -3.291517621418316719e-01 -2.494674948120610414e-01 -7.968426732977063054e-02
8.650000000000000355e+00 -3.300388884480907059e-01 -2.483972686734825519e-01 -8.164161977460815400e-02
8.660000000000000142e+00 -3.347450688759255888e-01 -2.472178094862516329e-01 -8.752725938967395591e-02
8.669999999999999929e+00 -3.434891221591460098e-01 -2.459307617368463594e-01 -9.755836042229965033e-02
8.679999999999999716e+00 -3.560628502308588184e-01 -2.445378859719069264e-01 -1.115249642589518919e-01
8.690000000000001279e+00 -3.719124222321363860e-01 -2.430410550321628338e-01 -1.288713671999735522e-01
8.699999999999999289e+00 -3.900782916681571066e-01 -2.414422500498983604e-01 -1.486360416182587463e-01
8.710000000000000853e+00 -4.092784868355625605e-01 -2.397435562231876038e-01 -1.695349306123749566e-01
8.719999999999998863e+00 -4.280165820209225203e-01 -2.379471583807435675e-01 -1.900694236401789528e-01
8.730000000000000426e+00 -4.447454246928921329e-01 -2.360553363517930714e-01 -2.086900883410990615e-01
8.740000000000000213e+00 -4.578218817830919107e-01 -2.340704601558891429e-01 -2.237514216272027678e-01
8.750000000000000000e+00 -4.657822545587619878e-01 -2.319949850280252079e-01 -2.337872695307367799e-01
8.759999999999999787e+00 -4.673293576610717537e-01 -2.298314462947982639e-01 -2.374979113662734898e-01
8.769999999999999574e+00 -4.616133329992933021e-01 -2.275824541176934834e-01 -2.340308788815998187e-01
8.780000000000001137e+00 -4.480288754537746776e-01 -2.252506881198310940e-01 -2.227781873339435836e-01
8.789999999999999147e+00 -4.265415406647856678e-01 -2.228388919127126389e-01 -2.037026487520730289e-01
8.800000000000000711e+00 -3.975951110549753587e-01 -2.203498675396485806e-01 -1.772452435153267780e-01
8.810000000000000497e+00 -3.621206186549543737e-01 -2.177864698526228160e-01 -1.443341488023315577e-01
8.820000000000000284e+00 -3.213656460651361790e-01 -2.151516008393682122e-01 -1.062140452257679668e-01
8.830000000000000071e+00 -2.770001070678769217e-01 -2.124482039173803682e-01 -6.455190315049655347e-02
8.839999999999999858e+00 -2.309720626110089992e-01 -2.096792582114909986e-01 -2.129280439951800052e-02
8.850000000000001421e+00 -1.853045125306982399e-01 -2.068477728314586650e-01 2.154326030076042509e-02
8.859999999999999432e+00 -1.419817907843095028e-01 -2.039567811658102303e-01 6.197499038150072748e-02
8.870000000000000995e+00 -1.028434443936364628e-01 -2.010093352078881346e-01 9.816589081425167174e-02
8.879999999999999005e+00 -6.951352042831485112e-02 -1.980084999297253567e-01 1.284949795014105056e-01
8.890000000000000568e+00 -4.320518938202959347e-02 -1.949573477189830428e-01 1.517521583369534355e-01
8.900000000000000355e+00 -2.461968892890203930e-02 -1.918589528937502398e-01 1.672392639648482004e-01
8.910000000000000142e+00 -1.401068302486063732e-02 -1.887163863095225602e-01 1.747057032846619229e-01
8.919999999999999929e+00 -1.108520957600958590e-02 -1.855327100721470002e-01 1.744475004961374143e-01
8.929999999999999716e+00 -1.506225987078163575e-02 -1.823109723699468110e-01 1.672487124991651752e-01
8.940000000000001279e+00 -2.474544373868450831e-02 -1.790542024376320096e-01 1.543087586989475013e-01
8.949999999999999289e+00 -3.859623870805825585e-02 -1.757654056639519902e-01 1.371691669558937343e-01
8.960000000000000853e+00 -5.488526004466476316e-02 -1.724475588543673554e-01 1.175622988097025923e-01
8.969999999999998863e+00 -7.180702780457193235e-02 -1.691036056593061276e-01 9.729657785473419529e-02
8.980000000000000426e+00 -8.763700732957213635e-02 -1.657364521778327271e-01 7.809944484826059075e-02
8.990000000000000213e+00 -1.008851423083416132e-01 -1.623489627457979367e-01 6.146382043745632351e-02
9.000000000000000000e+00 -1.103886899512619979e-01 -1.589439559167549199e-01 4.855526596549292195e-02
9.009999999999999787e+00 -1.154050023919863666e-01 -1.555242006431331037e-01 4.011919825114673710e-02
9.019999999999999574e+00 -1.156666743306151712e-01 -1.520924126643470320e-01 3.642573833373186076e-02
9.030000000000001137e+00 -1.114663335796943489e-01 -1.486512511077030252e-01 3.718491752800867634e-02
9.039999999999999147e+00 -1.035188831676664978e-01 -1.452033153071365101e-01 4.168443213947001236e-02
9.050000000000000711e+00 -9.296723589136121624e-02 -1.417511418439879878e-01 4.878390595262677154e-02
9.060000000000000497e+00 -8.126504833253569982e-02 -1.382972018131980174e-01 5.703215348066231760e-02
9.070000000000000284e+00 -7.005377736878320993e-02 -1.348438983174783390e-01 6.479012094869512906e-02
9.080000000000000071e+00 -6.097739747457853188e-02 -1.313935641912025443e-01 7.041616671662401239e-02
9.089999999999999858e+00 -5.557237514707674686e-02 -1.279484599549537693e-01 7.237608480787702248e-02
9.100000000000001421e+00 -5.509018837564744198e-02 -1.245107720008773733e-01 6.942058362522993131e-02
9.109999999999999432e+00 -6.038686981781815621e-02 -1.210826110082128954e-01 6.069574119039473914e-02
9.120000000000000995e+00 -7.181786667274392411e-02 -1.176660105876233958e-01 4.584814391487947172e-02
9.129999999999999005e+00 -8.918872302596250745e-02 -1.142629261522083300e-01 2.507420312624582259e-02
9.140000000000000568e+00 -1.117591269218310146e-01 -1.108752340123843466e-01 -8.838929094466679848e-04
9.150000000000000355e+00 -1.382650583813873069e-01 -1.075047306911292300e-01 -3.076032769025807689e-02
9.160000000000000142e+00 -1.670236839189482292e-01 -1.041531324554349491e-01 -6.287055146351328005e-02
9.169999999999999929e+00 -1.960704714304168372e-01 -1.008220750591983655e-01 -9.524839637121847169e-02
9.179999999999999716e+00 -2.232984216474304118e-01 -9.751311369218912395e-02 -1.257853079552412878e-01
9.190000000000001279e+00 -2.466737526095196253e-01 -9.422772312918270554e-02 -1.524460294803369198e-01
9.199999999999999289e+00 -2.644035316167782090e-01 -9.096729807282766256e-02 -1.734362335439505465e-01
9.210000000000000853e+00 -2.750977246541327359e-01 -8.773315368333986508e-02 -1.873645709707928708e-01
9.219999999999998863e+00 -2.779342451985454820e-01 -8.452652628767298726e-02 -1.934077189108724948e-01
9.230000000000000426e+00 -2.727697332690793841e-01 -8.134857426041347539e-02 -1.914211590086659087e-01
9.240000000000000213e+00 -2.601669691146456520e-01 -7.820037906828686269e-02 -1.819665900463587893e-01
9.250000000000000000e+00 -2.414040958913143964e-01 -7.508294646983956766e-02 -1.663211494214748287e-01
9.259999999999999787e+00 -2.184183380987796408e-01 -7.199720786157876029e-02 -1.464211302372008805e-01
9.269999999999999574e+00 -1.936428612084844514e-01 -6.894402176161382179e-02 -1.246988394468706296e-01
9.280000000000001137e+00 -1.698580631151042630e-01 -6.592417542163940547e-02 -1.039338876934648576e-01
9.289999999999999147e+00 -1.499581725706886082e-01 -6.293838655794407877e-02 -8.701978601274452940e-02
9.300000000000000711e+00 -1.367212943854682061e-01 -5.998730519200312639e-02 -7.673398919346507974e-02
9.310000000000000497e+00 -1.325403918758933930e-01 -5.707151559113667061e-02 -7.546887628475672238e-02
9.320000000000000284e+00 -1.392192860624862361e-01 -5.419153829966731617e-02 -8.502774776281891989e-02
9.330000000000000071e+00 -1.577646636479932418e-01 -5.134783225100796045e-02 -1.064168313969852814e-01
9.339999999999999858e+00 -1.882468333569367047e-01 -4.854079695113761028e-02 -1.397060364057990944e-01
9.350000000000001421e+00 -2.297214913973233408e-01 -4.577077472398954905e-02 -1.839507166733337917e-01
9.359999999999999432e+00 -2.802395252741225473e-01 -4.303805300937502132e-02 -2.372014722647475260e-01
9.370000000000000995e+00 -3.369417240512776468e-01 -4.034286670419051646e-02 -2.965988573470871303e-01
9.379999999999999005e+00 -3.961864644112478850e-01 -3.768540053781899157e-02 -3.585010638734288935e-01
9.390000000000000568e+00 -4.538307889598697242e-01 -3.506579147283150899e-02 -4.187649974870382152e-01
9.400000000000000355e+00 -5.054805846964439686e-01 -3.248413112230408295e-02 -4.729964535741398857e-01
9.410000000000000142e+00 -5.468098413261637258e-01 -2.994046817530748861e-02 -5.168693731508562372e-01
9.419999999999999929e+00 -5.739306132744067535e-01 -2.743481082239418445e-02 -5.464958024520125690e-01
9.429999999999999716e+00 -5.836952877877734647e-01 -2.496712917318877345e-02 -5.587281586145846912e-01
9.440000000000001279e+00 -5.739271128675609290e-01 -2.253735765849873562e-02 -5.513897552090621934e-01
9.449999999999999289e+00 -5.437427773793418462e-01 -2.014539740968035453e-02 -5.235973799696614916e-01
9.460000000000000853e+00 -4.935823435561439432e-01 -1.779111860833598735e-02 -4.757912249478079558e-01
9.469999999999998863e+00 -4.253272437140509510e-01 -1.547436279976821538e-02 -4.098528809142827356e-01
9.480000000000000426e+00 -3.421776342717621766e-01 -1.319494516398295181e-02 -3.289826891077792248e-01
9.490000000000000213e+00 -2.485544237774182097e-01 -1.095265673840259413e-02 -2.376017670390156156e-01
9.500000000000000000e+00 -1.497280105700897757e-01 -8.747266586833224444e-03 -1.409807439832565512e-01
9.509999999999999787e+00 -5.163038760714311337e-02 -6.578523909616128262e-03 -4.505186369752698511e-02
9.519999999999999574e+00 3.968406321652739877e-02 -4.446160090282598454e-03 4.413022330680999722e-02
9.530000000000001137e+00 1.183600021596125096e-01 -2.349890674425231252e-03 1.207098928340377408e-01
9.539999999999999147e+00 1.791928820417649781e-01 -2.894172768907188331e-04 1.794822993186556970e-01
9.550000000000000711e+00 2.181153690230388520e-01 1.735570586208629029e-03 2.163797984368302230e-01
9.560000000000000497e+00 2.323783462621564766e-01 3.725393743777699607e-03 2.286529525183787770e-01
9.570000000000000284e+00 2.208215795114130131e-01 5.680381697045017164e-03 2.151411978143679959e-01
9.580000000000000071e+00 1.841042484745099017e-01 7.600871030240902160e-03 1.765033774442689996e-01
9.589999999999999858e+00 1.246510084039860189e-01 9.487203906624303018e-03 1.151638044973617159e-01
9.600000000000001421e+00 4.652541418871258827e-02 1.133972665147048309e-02 3.518568753724210518e-02
9.609999999999999432e+00 -4.481025259481352663e-02 1.315878842326954207e-02 -5.796904101808306869e-02
9.620000000000000995e+00 -1.428411985035236142e-01 1.494473997405124099e-02 -1.577859384775748552e-01
9.629999999999999005e+00 -2.403348245039804709e-01 1.669793249940909607e-02 -2.570327570033895670e-01
9.640000000000000568e+00 -3.299648329805817681e-01 1.841871657847499177e-02 -3.483835495590567599e-01
9.650000000000000355e+00 -4.046826134816843279e-01 2.010744120378588073e-02 -4.247900546854702086e-01
9.660000000000000142e+00 -4.584194350513293159e-01 2.176445290068396154e-02 -4.801838879520132775e-01
9.669999999999999929e+00 -4.862275835581186811e-01 2.339009493561006181e-02 -5.096176784937287429e-01
9.679999999999999716e+00 -4.849025213178856930e-01 2.498470661237706114e-02 -5.098872279302627541e-01
9.690000000000001279e+00 -4.529918418420679771e-01 2.654862265525470555e-02 -4.795404644973226826e-01
9.699999999999999289e+00 -3.912107009818441838e-01 2.808217267745394263e-02 -4.192928736592981265e-01
9.710000000000000853e+00 -3.021879755101632981e-01 2.958568073337186632e-02 -3.317736562435351644e-01
9.720000000000000639e+00 -1.904630361685253348e-01 3.105946495274428121e-02 -2.215225011212696160e-01
9.730000000000000426e+00 -6.201005291038264033e-02 3.250383725465319507e-02 -9.451389016503583540e-02
9.740000000000000213e+00 7.591459941218481333e-02 3.391910313915249414e-02 4.199549627303231919e-02
9.750000000000000000e+00 2.154158937515742167e-01 3.530556155410335961e-02 1.801103321974708571e-01
9.759999999999999787e+00 3.483766547099982347e-01 3.666350483465369292e-02 3.117131498753445418e-01
9.769999999999999574e+00 4.671154068935785553e-01 3.799321871265298745e-02 4.291221881809255678e-01
9.780000000000001137e+00 5.648891071147184029e-01 3.929498239316187025e-02 5.255941247215565326e-01
9.789999999999999147e+00 6.361885670603455445e-01 4.056906869509946389e-02 5.956194983652460806e-01
9.800000000000000711e+00 6.772482053192783180e-01 4.181574425296452624e-02 6.354324610663137918e-01
9.809999999999998721e+00 6.862216411733496058e-01 4.303526977647320617e-02 6.431863713968763996e-01
9.820000000000000284e+00 6.633110281296871191e-01 4.422790036487367349e-02 6.190831277648134456e-01
9.830000000000001847e+00 6.106683505293031278e-01 4.539388587262682684e-02 5.652744646566763009e-01
9.839999999999999858e+00 5.322785221066166361e-01 4.653347132307839029e-02 4.857450507835382458e-01
