# OrdScale, Damp Rate: 0.0239638044938 0.116555513302
#  r 	 Gdiff 	 mPDF_calc 	 TotalDiff
2.291999999999999815e+01 -2.055552021589043821e-02 -2.262876128370347462e-02 2.073241067813036409e-03
2.292999999999999972e+01 -3.282328022128072620e-02 -2.268362123185272555e-02 -1.013965898942800065e-02
2.294000000000000128e+01 -3.525812812917511474e-02 -2.273156660147946859e-02 -1.252656152769564615e-02
2.294999999999999929e+01 -2.914438825411785894e-02 -2.277261838436898597e-02 -6.371769869748872966e-03
2.296000000000000085e+01 -1.641233309048434341e-02 -2.280679719986388257e-02 6.394464109379539157e-03
2.296999999999999886e+01 5.983249117810784945e-04 -2.283412333323256438e-02 2.343244824501364287e-02
2.298000000000000043e+01 1.935181098867411187e-02 -2.285461678577131728e-02 4.220642777444542915e-02
2.298999999999999844e+01 3.733909954366484985e-02 -2.286829733637749107e-02 6.020739688004234091e-02
2.300000000000000000e+01 5.228533419485120737e-02 -2.287518461427881511e-02 7.516051880913002248e-02
2.300999999999999801e+01 6.231576057147367176e-02 -2.287529818255515379e-02 8.519105875402882555e-02
2.301999999999999957e+01 6.614658495275405059e-02 -2.286865763203990709e-02 8.901524258479395768e-02
2.303000000000000114e+01 6.313142418988915150e-02 -2.285528268514203099e-02 8.598670687503118248e-02
2.303999999999999915e+01 5.326377800857418077e-02 -2.283519330908581613e-02 7.609897131765999689e-02
2.305000000000000071e+01 3.719841114395722181e-02 -2.280840983802184807e-02 6.000682098197906988e-02
2.305999999999999872e+01 1.608896575551416186e-02 -2.277495310342426277e-02 3.886391885893842463e-02
2.307000000000000028e+01 -8.466370962091240848e-03 -2.273484457215084117e-02 1.426847361005960033e-02
2.307999999999999829e+01 -3.463273967379171259e-02 -2.268810649150831971e-02 -1.194463318228339288e-02
2.308999999999999986e+01 -6.052805255386928263e-02 -2.263476204063289560e-02 -3.789329051323638703e-02
2.309999999999999787e+01 -8.437286890942782835e-02 -2.257483548746742896e-02 -6.179803342196039939e-02
2.310999999999999943e+01 -1.046723692463679550e-01 -2.250835235059078787e-02 -8.216401689577716716e-02
2.312000000000000099e+01 -1.203336489213344546e-01 -2.243533956513146799e-02 -9.789830935620298658e-02
2.312999999999999901e+01 -1.308037310082246774e-01 -2.235582565197893889e-02 -1.084479053562457385e-01
2.314000000000000057e+01 -1.360493757853630248e-01 -2.226984088948917584e-02 -1.137795348958738489e-01
2.314999999999999858e+01 -1.366215194996170390e-01 -2.217741748686870296e-02 -1.144441020127483361e-01
2.316000000000000014e+01 -1.335698899372289306e-01 -2.207858975841126004e-02 -1.114913001788176705e-01
2.316999999999999815e+01 -1.283149077910009372e-01 -2.197339429775560515e-02 -1.063415134932453321e-01
2.317999999999999972e+01 -1.225783830410937525e-01 -2.186187015133105038e-02 -1.007165128897627021e-01
2.319000000000000128e+01 -1.181665519192127423e-01 -2.174405899015642574e-02 -9.642249292905631652e-02
2.319999999999999929e+01 -1.168735745955914174e-01 -2.162000527916475845e-02 -9.525356931642665892e-02
2.321000000000000085e+01 -1.202373325691812739e-01 -2.148975644323157519e-02 -9.874757612594969869e-02
2.321999999999999886e+01 -1.294694368586191413e-01 -2.135336302909748851e-02 -1.081160738295216528e-01
2.323000000000000043e+01 -1.452840942939390978e-01 -2.121087886238862130e-02 -1.240732154315504765e-01
2.323999999999999844e+01 -1.678711909383893142e-01 -2.106236119895710246e-02 -1.468088297394322117e-01
2.325000000000000000e+01 -1.968234499047136765e-01 -2.090787086978382336e-02 -1.759155790349298532e-01
2.325999999999999801e+01 -2.311927151558422489e-01 -2.074747241870944503e-02 -2.104452427371328038e-01
2.326999999999999957e+01 -2.694616207894000026e-01 -2.058123423228666593e-02 -2.488803865571133367e-01
2.328000000000000114e+01 -3.097980317765229308e-01 -2.040922866107514055e-02 -2.893888031154477902e-01
2.328999999999999915e+01 -3.499884394930675713e-01 -2.023153213173389808e-02 -3.297569073613336732e-01
2.330000000000000071e+01 -3.877222634770087772e-01 -2.004822524929827932e-02 -3.676740382277104979e-01
2.330999999999999872e+01 -4.206956474075613239e-01 -1.985939288906879430e-02 -4.008362545184925296e-01
2.332000000000000028e+01 -4.467715185411277878e-01 -1.966512427757377557e-02 -4.271063942635540123e-01
2.332999999999999829e+01 -4.641296011656173559e-01 -1.946551306211324883e-02 -4.446640881035041071e-01
2.333999999999999986e+01 -4.713693313999491319e-01 -1.926065736843052267e-02 -4.521086740315186092e-01
2.334999999999999787e+01 -4.676268588956915551e-01 -1.905065984610498919e-02 -4.485761990495865659e-01
2.335999999999999943e+01 -4.525866380217751228e-01 -1.883562770130459141e-02 -4.337510103204705314e-01
2.337000000000000099e+01 -4.265108160373738411e-01 -1.861567271658298717e-02 -4.078951433207908539e-01
2.337999999999999901e+01 -3.902366197478366328e-01 -1.839091125745639932e-02 -3.718457084903802334e-01
2.339000000000000057e+01 -3.451158284770282081e-01 -1.816146426554193782e-02 -3.269543642114862703e-01
2.339999999999999858e+01 -2.928929051261480732e-01 -1.792745723809174851e-02 -2.749654478880563246e-01
2.341000000000000014e+01 -2.356622454736148065e-01 -1.768902019380430568e-02 -2.179732252798105008e-01
2.341999999999999815e+01 -1.756919066307203181e-01 -1.744628762484790041e-02 -1.582456190058724177e-01
2.342999999999999972e+01 -1.153535970557162949e-01 -1.719939843507967137e-02 -9.815419862063662348e-02
2.344000000000000128e+01 -5.697406080930683681e-02 -1.694849586449465040e-02 -4.002556494481218641e-02
2.344999999999999929e+01 -2.696374860498507164e-03 -1.669372739998982100e-02 1.399735253949131383e-02
2.346000000000000085e+01 4.553309439667735381e-02 -1.643524467257677368e-02 6.196833906925412749e-02
2.346999999999999886e+01 8.611365753954502988e-02 -1.617320334122651637e-02 1.022868608807715463e-01
2.348000000000000043e+01 1.178418569745094402e-01 -1.590776296357684916e-02 1.337496199380862894e-01
2.348999999999999844e+01 1.398744167490045820e-01 -1.563908685378018193e-02 1.555135036027847639e-01
2.350000000000000000e+01 1.518690975546563016e-01 -1.536734192781535890e-02 1.672364394824716605e-01
2.350999999999999801e+01 1.538562617052130488e-01 -1.509269853663072758e-02 1.689489602418437764e-01
2.351999999999999957e+01 1.462631485786137220e-01 -1.481533028752890502e-02 1.610784788661426270e-01
2.353000000000000114e+01 1.299364700512091464e-01 -1.453541385424414467e-02 1.444718839054532911e-01
2.353999999999999915e+01 1.059938711424998209e-01 -1.425312877620278640e-02 1.202469999187026073e-01
2.355000000000000071e+01 7.583767713217492989e-02 -1.396865724749346560e-02 8.980633437966839550e-02
2.355999999999999872e+01 4.106333808608821079e-02 -1.368218389611011720e-02 5.474552198219832799e-02
2.357000000000000028e+01 3.426777086352694734e-03 -1.339389555406204566e-02 1.682067264041474039e-02
2.357999999999999829e+01 -3.525534041798023682e-02 -1.310398101897677220e-02 -2.215135939900346462e-02
2.358999999999999986e+01 -7.318606438635258393e-02 -1.281263080784932756e-02 -6.037343357850325637e-02
2.359999999999999787e+01 -1.086011314725048582e-01 -1.252003690361641608e-02 -9.608109456888844213e-02
2.360999999999999943e+01 -1.398986260020824990e-01 -1.222639249525811489e-02 -1.276722335068243841e-01
2.362000000000000099e+01 -1.656978111266623754e-01 -1.193189171214878441e-02 -1.537659194145135910e-01
2.362999999999999901e+01 -1.848862359242670061e-01 -1.163672935339746251e-02 -1.732495065708695436e-01
2.364000000000000057e+01 -1.966648803593706862e-01 -1.134110061293308602e-02 -1.853237797464376002e-01
2.364999999999999858e+01 -2.006238998688254505e-01 -1.104520080110094060e-02 -1.895786990677245099e-01
2.366000000000000014e+01 -1.967701901405489728e-01 -1.074922506354791807e-02 -1.860209650770010548e-01
2.366999999999999815e+01 -1.855302472787078161e-01 -1.045336809817951074e-02 -1.750768791805283053e-01
2.367999999999999972e+01 -1.677324666729719249e-01 -1.015782387097621808e-02 -1.575746428019957068e-01
2.369000000000000128e+01 -1.446227230488631443e-01 -9.862785331458068239e-03 -1.347599377174050761e-01
2.369999999999999929e+01 -1.177068208286754514e-01 -9.568444128584485675e-03 -1.081383767000909657e-01
2.371000000000000085e+01 -8.884321253482907466e-02 -9.274990327872642548e-03 -7.956822220695643211e-02
2.371999999999999886e+01 -5.995226512018536624e-02 -8.982612130510721216e-03 -5.096965298967464503e-02
2.373000000000000043e+01 -3.305431784048584731e-02 -8.691495595232936328e-03 -2.436282224525291099e-02
2.373999999999999844e+01 -1.001282448434082095e-02 -8.401824363711727847e-03 -1.611000120629093105e-03
2.375000000000000000e+01 7.467993140352291448e-03 -8.113779390207806821e-03 1.558177253056009827e-02
2.375999999999999801e+01 1.811233977372272985e-02 -7.827538676202228096e-03 2.593987844992495795e-02
2.376999999999999957e+01 2.108996475242730373e-02 -7.543277010715797315e-03 2.863324176314310104e-02
2.378000000000000114e+01 1.610193863865028163e-02 -7.261165716999692238e-03 2.336310435564997387e-02
2.378999999999999915e+01 3.505443770468019693e-03 -6.981372406258325169e-03 1.048681617672634486e-02
2.380000000000000071e+01 -1.573246561558905299e-02 -6.704060739039761213e-03 -9.028404876549291774e-03
2.380999999999999872e+01 -4.003257674834137525e-02 -6.429390194902226408e-03 -3.360318655343914884e-02
2.382000000000000028e+01 -6.732352482696146723e-02 -6.157515850936372270e-03 -6.116600897602509496e-02
2.382999999999999829e+01 -9.508524670599927120e-02 -5.888588169692066110e-03 -8.919665853630720509e-02
2.383999999999999986e+01 -1.205873101369745459e-01 -5.622752797026939198e-03 -1.149645573399476067e-01
2.384999999999999787e+01 -1.410237467983954662e-01 -5.360150370360083905e-03 -1.356635964280353823e-01
2.385999999999999943e+01 -1.537261326337293621e-01 -5.100916337779842769e-03 -1.486252162959495193e-01
2.387000000000000099e+01 -1.564266847028759067e-01 -4.845180788418612661e-03 -1.515815039144572940e-01
2.387999999999999901e+01 -1.473830802488591551e-01 -4.593068294471036594e-03 -1.427900119543881186e-01
2.389000000000000057e+01 -1.255265568774408536e-01 -4.344697765193972216e-03 -1.211818591122468813e-01
2.389999999999999858e+01 -9.071463369382226638e-02 -4.100182313188635574e-03 -8.661445138063363081e-02
2.391000000000000014e+01 -4.363951744326866056e-02 -3.859629133225711550e-03 -3.977988831004294901e-02
2.391999999999999815e+01 1.405705588462002886e-02 -3.623139393835742711e-03 1.768019527845577157e-02
2.392999999999999972e+01 7.986212379846802101e-02 -3.390808141846488044e-03 8.325293194031450905e-02
2.394000000000000128e+01 1.505428493673699464e-01 -3.162724220009655030e-03 1.537055735873796014e-01
2.394999999999999929e+01 2.223611267151990312e-01 -2.938970197819301688e-03 2.253000969130183329e-01
2.396000000000000085e+01 2.912218986607597593e-01 -2.719622315584369066e-03 2.939415209763441283e-01
2.396999999999999886e+01 3.529958405572548585e-01 -2.504750441778280656e-03 3.555005909990331392e-01
2.398000000000000043e+01 4.038271906517243437e-01 -2.294418043649715244e-03 4.061216086953740589e-01
2.398999999999999844e+01 4.403475603679720685e-01 -2.088682171038691582e-03 4.424362425390107600e-01
2.400000000000000000e+01 4.600165397525537436e-01 -1.887593453306024571e-03 4.619041332058597682e-01
2.400999999999999801e+01 4.611898317878273534e-01 -1.691196109245174384e-03 4.628810278970725278e-01
2.401999999999999957e+01 4.434055175914801694e-01 -1.499527969809177907e-03 4.449050455612893473e-01
2.403000000000000114e+01 4.074188902191964168e-01 -1.312620513451212556e-03 4.087315107326476293e-01
2.403999999999999915e+01 3.550761182879482725e-01 -1.130498913840316533e-03 3.562066172017885890e-01
2.405000000000000071e+01 2.893368335422337179e-01 -9.531820996838691329e-04 2.902900156419175870e-01
2.405999999999999872e+01 2.140555997252604481e-01 -7.806828263522413991e-04 2.148362825516126895e-01
2.407000000000000028e+01 1.336521320650536637e-01 -6.130077589745208666e-04 1.342651398240281846e-01
2.407999999999999829e+01 5.297011143815799628e-02 -4.501575666416290922e-04 5.342026900479962537e-02
2.408999999999999986e+01 -2.323551680031510358e-02 -2.921270273271679707e-04 -2.294338977298793561e-02
2.409999999999999787e+01 -9.048375061048297141e-02 -1.389051431097965139e-04 -9.034484546737317490e-02
2.410999999999999943e+01 -1.449800510839270862e-01 9.524734743915352908e-06 -1.449895758186710015e-01
2.412000000000000099e+01 -1.838647393977083100e-01 1.531847712995526578e-04 -1.840179241690078626e-01
2.412999999999999901e+01 -2.053905605778512666e-01 2.921025045624914274e-04 -2.056826630824137581e-01
2.414000000000000057e+01 -2.090764175388939439e-01 4.263106936769345268e-04 -2.095027282325708784e-01
2.414999999999999858e+01 -1.957455096769849523e-01 5.558471592371494463e-04 -1.963013568362221017e-01
2.416000000000000014e+01 -1.674158871023814776e-01 6.807546162478361751e-04 -1.680966417186293138e-01
2.416999999999999815e+01 -1.272072821906616302e-01 8.010805002831855592e-04 -1.280083626909448158e-01
2.417999999999999972e+01 -7.905102866380236959e-02 9.168767874062067058e-04 -7.996790545120857630e-02
2.419000000000000128e+01 -2.738264311730453926e-02 1.028199808419366645e-03 -2.841084292572390591e-02
2.419999999999999929e+01 2.313676483339971446e-02 1.135110058025200902e-03 2.200165477537451356e-02
2.421000000000000085e+01 6.809916869578902521e-02 1.237671999480785545e-03 6.686149669630823966e-02
2.421999999999999886e+01 1.035800647790948714e-01 1.335953865334069124e-03 1.022441109137608023e-01
2.423000000000000043e+01 1.265463151916293993e-01 1.430027454831173106e-03 1.251162877367982262e-01
2.423999999999999844e+01 1.349916248490578008e-01 1.519967928583970673e-03 1.334716569204738301e-01
2.425000000000000000e+01 1.282286383223939508e-01 1.605853601084394899e-03 1.266227847213095559e-01
2.425999999999999801e+01 1.068666030068717854e-01 1.687765731648221967e-03 1.051788372752235634e-01
2.426999999999999957e+01 7.278225521031367329e-02 1.765788314365024370e-03 7.101646689594864892e-02
2.428000000000000114e+01 2.895908882897857417e-02 1.840007867622471538e-03 2.711908096135610263e-02
2.428999999999999915e+01 -2.066219792587087323e-02 1.910513223764651741e-03 -2.257271114963552497e-02
2.430000000000000071e+01 -7.156048081346855216e-02 1.977395319431515808e-03 -7.353787613290006797e-02
2.430999999999999872e+01 -1.189496254136745979e-01 2.040746987114316902e-03 -1.209903724007889148e-01
2.432000000000000028e+01 -1.582127619248639427e-01 2.100662748446974204e-03 -1.603134246733109169e-01
2.432999999999999829e+01 -1.852002499809084490e-01 2.157238609736988888e-03 -1.873574885906454379e-01
2.433999999999999986e+01 -1.966165902231780671e-01 2.210571860221915985e-03 -1.988271620833999831e-01
2.434999999999999787e+01 -1.902658092276084401e-01 2.260760873518757874e-03 -1.925265701011271979e-01
2.435999999999999943e+01 -1.652689983010962038e-01 2.307904912712349654e-03 -1.675769032138085535e-01
2.437000000000000099e+01 -1.221247737351762175e-01 2.352103939508257135e-03 -1.244768776746844746e-01
2.437999999999999901e+01 -6.268850159580624526e-02 2.393458427852254711e-03 -6.508196002365849997e-02
2.439000000000000057e+01 9.891748205780592773e-03 2.432069182394802631e-03 7.459679023385790142e-03
2.439999999999999858e+01 9.147232963581869436e-02 2.468037162154615438e-03 8.900429247366407892e-02
2.441000000000000014e+01 1.771446634391410369e-01 2.501463309709212046e-03 1.746432001294318248e-01
2.441999999999999815e+01 2.616392553764772533e-01 2.532448386214469771e-03 2.591068069902627835e-01
2.442999999999999972e+01 3.396531511993595709e-01 2.561092812528309448e-03 3.370920583868312614e-01
2.444000000000000128e+01 4.062878497860009652e-01 2.587496516685217074e-03 4.037003532693157482e-01
2.444999999999999929e+01 4.574054145662678206e-01 2.611758787941897975e-03 4.547936557783259226e-01
2.446000000000000085e+01 4.898670164480246614e-01 2.633978137584591650e-03 4.872330383104400697e-01
2.446999999999999886e+01 5.017884395237076633e-01 2.654252166660930889e-03 4.991341873570467325e-01
2.448000000000000043e+01 4.926482274086376734e-01 2.672677440770265811e-03 4.899755499678674076e-01
2.448999999999999844e+01 4.633211967174982182e-01 2.689349372018035034e-03 4.606318473454801832e-01
2.450000000000000000e+01 4.159560549313385813e-01 2.704362108210567328e-03 4.132516928231280140e-01
2.450999999999999801e+01 3.538438951210339800e-01 2.717808429339441112e-03 3.511260866916945389e-01
2.451999999999999957e+01 2.810834601801943111e-01 2.729779651375663363e-03 2.783536805288186478e-01
2.453000000000000114e+01 2.023343289191716909e-01 2.740365537366451498e-03 1.995939633818052394e-01
2.453999999999999915e+01 1.223646204923021230e-01 2.749654215800798052e-03 1.196149662765013250e-01
2.455000000000000071e+01 4.579447449911150381e-02 2.757732106183047316e-03 4.303674239292845649e-02
2.455999999999999872e+01 -2.333454058770340067e-02 2.764683851728191866e-03 -2.609922443943159254e-02
2.457000000000000028e+01 -8.176180618037676151e-02 2.770592259067852781e-03 -8.453239843944461429e-02
2.457999999999999829e+01 -1.273051800889807295e-01 2.775538244831426971e-03 -1.300807183338121564e-01
2.458999999999999986e+01 -1.588724809829722973e-01 2.779600788944375234e-03 -1.616520817719166725e-01
2.459999999999999787e+01 -1.766140349231448692e-01 2.782856894463170416e-03 -1.793968918176080396e-01
2.460999999999999943e+01 -1.817625750806252105e-01 2.785381553746107963e-03 -1.845479566343713185e-01
2.462000000000000099e+01 -1.764769200182048081e-01 2.787247720739266521e-03 -1.792641677389440746e-01
2.462999999999999901e+01 -1.636459931672907819e-01 2.788526289138476555e-03 -1.664345194564292585e-01
2.464000000000000057e+01 -1.465609397736702402e-01 2.789286076171959561e-03 -1.493502258498421997e-01
2.464999999999999858e+01 -1.286563950309551618e-01 2.789593811731716499e-03 -1.314459888426868783e-01
2.466000000000000014e+01 -1.130873967914992617e-01 2.789514132568518545e-03 -1.158769109240677803e-01
2.466999999999999815e+01 -1.025760452715666071e-01 2.789109581252599557e-03 -1.053651548528192067e-01
2.467999999999999972e+01 -9.906380503036293916e-02 2.788440609590908670e-03 -1.018522456399538478e-01
2.469000000000000128e+01 -1.035513226586358693e-01 2.787565586182733091e-03 -1.063388882448186024e-01
2.469999999999999929e+01 -1.160787861109299213e-01 2.786540807787521445e-03 -1.188653269187174427e-01
2.471000000000000085e+01 -1.357131566186857707e-01 2.785420514172576301e-03 -1.384985771328583470e-01
2.471999999999999886e+01 -1.605810311702581261e-01 2.784256906104010110e-03 -1.633652880763621362e-01
2.473000000000000043e+01 -1.881274063738916924e-01 2.783100166141194709e-03 -1.909105065400328871e-01
2.473999999999999844e+01 -2.153091741614329147e-01 2.781998481894115693e-03 -2.180911726433270303e-01
2.475000000000000000e+01 -2.389187477106663460e-01 2.780998071403001370e-03 -2.416997457820693473e-01
2.475999999999999801e+01 -2.558607569743682753e-01 2.780143210302565837e-03 -2.586409001846708411e-01
2.476999999999999957e+01 -2.634432379178950345e-01 2.779476260435564949e-03 -2.662227141783305995e-01
2.478000000000000114e+01 -2.597071462108890838e-01 2.779037699587760812e-03 -2.624861839104768446e-01
2.478999999999999915e+01 -2.435303415863491749e-01 2.778866152020165181e-03 -2.463092077383693401e-01
2.480000000000000071e+01 -2.148224091490069654e-01 2.778998419486811144e-03 -2.176014075684937765e-01
2.480999999999999872e+01 -1.745833126903328925e-01 2.779469512431992362e-03 -1.773627822027648848e-01
2.482000000000000028e+01 -1.247923236736242225e-01 2.780312681075591819e-03 -1.275726363546998143e-01
2.482999999999999829e+01 -6.834045429749249778e-02 2.781559446105447142e-03 -7.112201374359794492e-02
2.483999999999999986e+01 -8.759763185921698447e-03 2.783239628710786409e-03 -1.154300281463248486e-02
2.484999999999999787e+01 5.002158237299558774e-02 2.785381379705693938e-03 4.723620099328989380e-02
2.485999999999999943e+01 1.040106949749667331e-01 2.788011207507268274e-03 1.012226837674594648e-01
2.487000000000000099e+01 1.494144972114792025e-01 2.791154004751328355e-03 1.466233432067278741e-01
2.487999999999999901e+01 1.830546504816627784e-01 2.794833073345992513e-03 1.802598174083167859e-01
2.489000000000000057e+01 2.025366856970943208e-01 2.799070147783272455e-03 1.997376155493110483e-01
2.489999999999999858e+01 2.065081678159438883e-01 2.803885416548246301e-03 2.037042823993956420e-01
2.491000000000000014e+01 1.948037462276574483e-01 2.809297541486649452e-03 1.919944486861707988e-01
2.491999999999999815e+01 1.684165675496573367e-01 2.815323675012193494e-03 1.656012438746451432e-01
2.492999999999999972e+01 1.294723722422209677e-01 2.821979475057384557e-03 1.266503927671635832e-01
2.494000000000000128e+01 8.108687809275338942e-02 2.829279117693150880e-03 7.825759897506023854e-02
2.494999999999999929e+01 2.710778697460647368e-02 2.837235307365584824e-03 2.427055166724088886e-02
2.496000000000000085e+01 -2.816855248152139168e-02 2.845859284719795546e-03 -3.101441176624118723e-02
2.496999999999999886e+01 -8.030512898547581546e-02 2.855160832004294269e-03 -8.316028981748010973e-02
2.498000000000000043e+01 -1.251098703960018543e-01 2.865148276071399769e-03 -1.279750186720732541e-01
2.498999999999999844e+01 -1.589074444398275165e-01 2.875828489011633682e-03 -1.617832729288391502e-01
2.500000000000000000e+01 -1.788854084993880544e-01 2.887206886482224233e-03 -1.817726153858702787e-01
2.500999999999999801e+01 -1.832564098173135037e-01 2.899287423811375275e-03 -1.861556972411248789e-01
2.501999999999999957e+01 -1.714716997244605245e-01 2.912072589981301585e-03 -1.743837723144418261e-01
2.503000000000000114e+01 -1.441468308118445396e-01 2.925563399613834159e-03 -1.470723942114583738e-01
2.503999999999999915e+01 -1.031390868707495745e-01 2.939759383101647749e-03 -1.060788462538512222e-01
2.505000000000000071e+01 -5.136398218795856785e-02 2.954658575048126068e-03 -5.431864076300669392e-02
2.505999999999999872e+01 7.471915423226116459e-03 2.970257501196567340e-03 4.501657922029549119e-03
2.507000000000000028e+01 6.907451709431566833e-02 2.986551164046599705e-03 6.608796593026906863e-02
2.507999999999999829e+01 1.289655572629324620e-01 3.003533027372218278e-03 1.259620242355602437e-01
2.508999999999999986e+01 1.827748301055638347e-01 3.021194999870607800e-03 1.797536351056932269e-01
2.509999999999999787e+01 2.265648832629445497e-01 3.039527418184556629e-03 2.235253558447599931e-01
2.510999999999999943e+01 2.571221060112007795e-01 3.058519029554118696e-03 2.540635869816466608e-01
2.512000000000000099e+01 2.722731431800121671e-01 3.078156974363754905e-03 2.691949862056484122e-01
2.512999999999999901e+01 2.708422252783345696e-01 3.098426768861128888e-03 2.677437985094734407e-01
2.514000000000000057e+01 2.529378767985517307e-01 3.119312288332343197e-03 2.498185645102193875e-01
2.514999999999999858e+01 2.197455970528612301e-01 3.140795751023550686e-03 2.166048013018376794e-01
2.516000000000000014e+01 1.735405472111465341e-01 3.162857703105925733e-03 1.703776895080406084e-01
2.516999999999999815e+01 1.174416635353514593e-01 3.185477004982811833e-03 1.142561865303686475e-01
2.517999999999999972e+01 5.512998102301278069e-02 3.208630819240498866e-03 5.192135020377228183e-02
2.519000000000000128e+01 -9.357387105973780095e-03 3.232294600544034779e-03 -1.258968170651781487e-02
2.519999999999999929e+01 -7.204070482445670831e-02 3.256442087777963734e-03 -7.529714691223467204e-02
2.521000000000000085e+01 -1.291998366103045415e-01 3.281045298728801907e-03 -1.324808819090333434e-01
2.521999999999999886e+01 -1.777508425816515802e-01 3.306074527601149393e-03 -1.810569171092527296e-01
2.523000000000000043e+01 -2.153658841424177517e-01 3.331498345653161053e-03 -2.186973824880709127e-01
2.523999999999999844e+01 -2.406674227277582068e-01 3.357283605228467138e-03 -2.440247063329866739e-01
2.525000000000000000e+01 -2.533104995559478656e-01 3.383395447452808291e-03 -2.566938950034006739e-01
2.525999999999999801e+01 -2.539215064882887063e-01 3.409797313851548051e-03 -2.573313038021402543e-01
2.526999999999999957e+01 -2.440838517586467749e-01 3.436450962132103770e-03 -2.475203027207788786e-01
2.528000000000000114e+01 -2.260883391202226367e-01 3.463316486360973334e-03 -2.295516556065836100e-01
2.528999999999999915e+01 -2.027336558874792694e-01 3.490352341749186627e-03 -2.062240082292284560e-01
2.530000000000000071e+01 -1.771301337066482073e-01 3.517515374243468385e-03 -1.806476490808916757e-01
2.530999999999999872e+01 -1.523449209838807494e-01 3.544760855101886099e-03 -1.558896818389826355e-01
2.532000000000000028e+01 -1.311828879014775850e-01 3.572042520613216698e-03 -1.347549304220908017e-01
2.532999999999999829e+01 -1.159509588338898389e-01 3.599312617099406642e-03 -1.195502714509892456e-01
2.533999999999999986e+01 -1.082441036293460002e-01 3.626521951317782100e-03 -1.118706255806637823e-01
2.534999999999999787e+01 -1.088018776413690603e-01 3.653619946358335757e-03 -1.124554975877273960e-01
2.535999999999999943e+01 -1.175251307528069056e-01 3.680554703107324910e-03 -1.212056854559142305e-01
2.537000000000000099e+01 -1.334332530486492807e-01 3.707273067324573512e-03 -1.371405261159738542e-01
2.537999999999999901e+01 -1.547930334584215473e-01 3.733720702357140597e-03 -1.585267541607786879e-01
2.539000000000000057e+01 -1.792008250763394983e-01 3.759842167486732167e-03 -1.829606672438262305e-01
2.539999999999999858e+01 -2.038701916798584257e-01 3.785581001882754038e-03 -2.076557726817411798e-01
2.541000000000000014e+01 -2.258975195072476794e-01 3.810879814106493679e-03 -2.297083993213541731e-01
2.541999999999999815e+01 -2.424181950979882316e-01 3.835680377086453374e-03 -2.462538754750746850e-01
2.542999999999999972e+01 -2.509058671378032734e-01 3.859923728457836933e-03 -2.547657908662611104e-01
2.544000000000000128e+01 -2.494270361111055045e-01 3.883550276133795887e-03 -2.533105863872393004e-01
2.544999999999999929e+01 -2.367927728810825805e-01 3.906499908949589983e-03 -2.406992727900321705e-01
2.546000000000000085e+01 -2.126587913901043514e-01 3.928712112194698847e-03 -2.165875035022990502e-01
2.546999999999999886e+01 -1.776344366065663039e-01 3.950126087823746523e-03 -1.815845626943900504e-01
2.548000000000000043e+01 -1.331904480296919324e-01 3.970680879111232464e-03 -1.371611289088031649e-01
2.548999999999999844e+01 -8.164467523980833974e-02 3.990315499490831863e-03 -8.563499073929917160e-02
2.550000000000000000e+01 -2.595430712223656400e-02 4.008969065297556672e-03 -2.996327618753412067e-02
2.550999999999999801e+01 3.039732321818000571e-02 4.026580932107202276e-03 2.637074228607280343e-02
2.551999999999999957e+01 8.377164306794115944e-02 4.043090834346674267e-03 7.972855223359448518e-02
2.553000000000000114e+01 1.304959090678110556e-01 4.058439027827653867e-03 1.264374700399834017e-01
2.553999999999999915e+01 1.672168757815855056e-01 4.072566434836694116e-03 1.631443093467488115e-01
2.555000000000000071e+01 1.911092932338007699e-01 4.085414791396735357e-03 1.870238784424040346e-01
2.555999999999999872e+01 2.000710874933584460e-01 4.096926796297528650e-03 1.959741606970609173e-01
2.557000000000000028e+01 1.928665632561197274e-01 4.107046261477426130e-03 1.887595169946423013e-01
2.557999999999999829e+01 1.693213522361560752e-01 4.115718263324658066e-03 1.652056339728314172e-01
2.558999999999999986e+01 1.301921629772795352e-01 4.122889294453341291e-03 1.260692736828261939e-01
2.559999999999999787e+01 7.726871693558301502e-02 4.128507415499152455e-03 7.314020952008386256e-02
2.560999999999999943e+01 1.321063254191959246e-02 4.132522406469442758e-03 9.078110135450149706e-03
2.562000000000000099e+01 -5.857551045538927220e-02 4.134885917175847025e-03 -6.271039637256511923e-02
2.562999999999999901e+01 -1.341630911017978323e-01 4.135551616270577435e-03 -1.382986427180684097e-01
2.564000000000000057e+01 -2.092887528028283817e-01 4.134475338404497435e-03 -2.134232281412328791e-01
2.564999999999999858e+01 -2.796805546927672026e-01 4.131615229021889935e-03 -2.838121699217890925e-01
2.566000000000000014e+01 -3.412123086688683138e-01 4.126931886307028119e-03 -3.453392405551753419e-01
2.566999999999999815e+01 -3.902351520086276282e-01 4.120388499798566251e-03 -3.943555405084261944e-01
2.567999999999999972e+01 -4.236919687435790061e-01 4.111950985191514807e-03 -4.278039197287705209e-01
2.569000000000000128e+01 -4.393917225094586820e-01 4.101588114850673872e-03 -4.434933106243093559e-01
2.569999999999999929e+01 -4.359941403354880007e-01 4.089271643567538028e-03 -4.400834119790555388e-01
2.571000000000000085e+01 -4.132139363539427679e-01 4.074976429100374276e-03 -4.172889127830431422e-01
