# r 	 gobs 	 nucpdfcalc 	 mpdfcalc
5.950000000000000178e+00 6.832574910083571984e-01 9.594049792987802139e-01 -1.286959441588000908e-01
5.959999999999999964e+00 6.243503166196108234e-01 9.116970154269011806e-01 -1.249153127734455165e-01
5.969999999999999751e+00 5.655212101052228268e-01 8.596151211296831907e-01 -1.211531175611701150e-01
5.980000000000000426e+00 5.080909272113453001e-01 8.041750154156783736e-01 -1.174110710006944641e-01
5.990000000000000213e+00 4.531573242747355401e-01 7.463603448687012865e-01 -1.136907842632589316e-01
6.000000000000000000e+00 4.015691006908066463e-01 6.871029151246468292e-01 -1.099937685489232181e-01
6.009999999999999787e+00 3.539109032361762996e-01 6.272652293174180160e-01 -1.063214366852962417e-01
6.020000000000000462e+00 3.105001118160786722e-01 5.676256994771290421e-01 -1.026751049731496196e-01
6.030000000000000249e+00 2.713950728665213696e-01 5.088667928422312414e-01 -9.905599526274239119e-02
6.040000000000000036e+00 2.364140090900777591e-01 4.515662642126599957e-01 -9.546523724408204070e-02
6.049999999999999822e+00 2.051633399361398324e-01 3.961915127862633557e-01 -9.190387093371839289e-02
6.060000000000000497e+00 1.770737215046888635e-01 3.430969924466313326e-01 -8.837284934177470908e-02
6.070000000000000284e+00 1.514417790080130610e-01 2.925245031066670554e-01 -8.487304130094058818e-02
6.080000000000000071e+00 1.274752764389643078e-01 2.446061019410452064e-01 -8.140523443846103824e-02
6.089999999999999858e+00 1.043393578477722905e-01 1.993693009886774448e-01 -7.797013827424532917e-02
6.100000000000000533e+00 8.120150750359018954e-02 1.567441646376826203e-01 -7.456838742729790526e-02
6.110000000000000320e+00 5.727301053489762539e-02 1.165718888594817759e-01 -7.120054491262653440e-02
6.120000000000000107e+00 3.184494326472195325e-02 7.861443454094003969e-02 -6.786710551115360257e-02
6.129999999999999893e+00 4.317069231652275255e-03 4.256479949778184391e-02 -6.456849919545999683e-02
6.140000000000000568e+00 -2.578155656773574098e-02 8.057546197803966415e-03 -6.130509459457194471e-02
6.150000000000000355e+00 -5.878098991577309501e-02 -2.532074774520345906e-02 -5.807720248145661901e-02
6.160000000000000142e+00 -9.486800823606876543e-02 -5.802138519043670978e-02 -5.488507926741358761e-02
6.169999999999999929e+00 -1.340926177412826437e-01 -9.052398631382199690e-02 -5.172892323536825571e-02
6.179999999999999716e+00 -1.763826558816642964e-01 -1.233275831093593039e-01 -4.860889072682879342e-02
6.190000000000000391e+00 -2.215652514823428509e-01 -1.569424094343686849e-01 -4.552510294310554290e-02
6.200000000000000178e+00 -2.693935435122836175e-01 -1.918823510545576982e-01 -4.247763506573933728e-02
6.209999999999999964e+00 -3.195767920733625922e-01 -2.286579564716682000e-01 -3.946652345870822060e-02
6.219999999999999751e+00 -3.718118555817841453e-01 -2.677698594295765400e-01 -3.649177044896183969e-02
6.230000000000000426e+00 -4.258139639122771603e-01 -3.097024310740015829e-01 -3.355334747796613615e-02
6.240000000000000213e+00 -4.813447898130679969e-01 -3.549174659264119347e-01 -3.065119815895329253e-02
6.250000000000000000e+00 -5.382360051222673247e-01 -4.038477120913651630e-01 -2.778524123097732626e-02
6.259999999999999787e+00 -5.964067931115308863e-01 -4.568900821755034758e-01 -2.495537340177065438e-02
6.270000000000000462e+00 -6.558741571335853227e-01 -5.143984257464216947e-01 -2.216147207230288740e-02
6.280000000000000249e+00 -7.167552976765974027e-01 -5.766758041294400838e-01 -1.940339793678534652e-02
6.290000000000000036e+00 -7.792618006713013523e-01 -6.439662802389738427e-01 -1.668099745305587009e-02
6.299999999999999822e+00 -8.436858632691669468e-01 -7.164463154602713768e-01 -1.399410517865241205e-02
6.310000000000000497e+00 -9.103792526439307142e-01 -7.942159472621963534e-01 -1.134254596880469521e-02
6.320000000000000284e+00 -9.797261229753919665e-01 -8.772899998786498621e-01 -8.726137034023325953e-03
6.330000000000000071e+00 -1.052111182338220097e+00 -9.655896507180381505e-01 -6.144689855370514923e-03
6.339999999999999858e+00 -1.127884985046046395e+00 -1.058934732154705127e+00 -3.598011956261963195e-03
6.350000000000000533e+00 -1.207328311061158566e+00 -1.157037187659050836e+00 -1.085908530483551196e-03
6.360000000000000320e+00 -1.290617672775704827e+00 -1.259496119358013422e+00 1.391816073160359428e-03
6.370000000000000107e+00 -1.377793957104976208e+00 -1.365794858710475568e+00 3.835357008454572288e-03
6.379999999999999893e+00 -1.468736069749867923e+00 -1.475300461914446970e+00 6.244907729869295272e-03
6.390000000000000568e+00 -1.563141206872232569e+00 -1.587265977157007901e+00 8.620658928763381967e-03
6.400000000000000355e+00 -1.660513050803443580e+00 -1.700835753448679544e+00 1.096280066252868640e-02
6.410000000000000142e+00 -1.760158788830784360e+00 -1.815053963414237970e+00 1.327151685426048063e-02
6.419999999999999929e+00 -1.861195409135580237e+00 -1.928876399058007340e+00 1.554698085990893937e-02
6.429999999999999716e+00 -1.962565259439567722e+00 -2.041185475152282436e+00 1.778936198803656582e-02
6.440000000000000391e+00 -2.063060386668414292e+00 -2.150808245180305445e+00 1.999882578984131867e-02
6.450000000000000178e+00 -2.161354734396446098e+00 -2.256537105773827268e+00 2.217553139396053266e-02
6.459999999999999964e+00 -2.256042881732602368e+00 -2.357152743481783830e+00 2.431963129939592946e-02
6.469999999999999751e+00 -2.345683682487343269e+00 -2.451448768419974389e+00 2.643127127059764422e-02
6.480000000000000426e+00 -2.428846922855004475e+00 -2.538257388266523140e+00 2.851059032888599368e-02
6.490000000000000213e+00 -2.504160970682547394e+00 -2.616475407744475401e+00 3.055772083423370644e-02
6.500000000000000000e+00 -2.570359345681809682e+00 -2.685089796669950069e+00 3.257278865131744972e-02
6.509999999999999787e+00 -2.626324198241523522e+00 -2.743202056101624375e+00 3.455591339359163905e-02
6.520000000000000462e+00 -2.671124840007236934e+00 -2.790050628013825307e+00 3.650720873940175443e-02
6.530000000000000249e+00 -2.704049712325774291e+00 -2.825030638752025425e+00 3.842678281397936962e-02
6.540000000000000036e+00 -2.724630494842385176e+00 -2.847710338484714221e+00 4.031473863071573238e-02
6.549999999999999822e+00 -2.732657428339992922e+00 -2.857843694864423245e+00 4.217117458576288141e-02
6.560000000000000497e+00 -2.728185333203674734e+00 -2.855378715008502599e+00 4.399618500018856460e-02
6.570000000000000284e+00 -2.711530226239531327e+00 -2.840461200719571089e+00 4.578986070369010092e-02
6.580000000000000071e+00 -2.683256852404168669e+00 -2.813433782026562024e+00 4.755228965411525260e-02
6.589999999999999858e+00 -2.644157833772476263e+00 -2.774830217800796639e+00 4.928355758721504609e-02
6.600000000000000533e+00 -2.595225477365347366e+00 -2.725365093573046682e+00 5.098374869123612624e-02
6.610000000000000320e+00 -2.537617560904782632e+00 -2.665919180249943565e+00 5.265294630115831265e-02
6.620000000000000107e+00 -2.472618619580286836e+00 -2.597520838290785061e+00 5.429123360759663397e-02
6.629999999999999893e+00 -2.401598380220304474e+00 -2.521323955961790375e+00 5.589869375297619458e-02
6.640000000000000568e+00 -2.325969029143034827e+00 -2.438582994426981898e+00 5.747541067615252741e-02
6.650000000000000355e+00 -2.247142958245040401e+00 -2.350625774658054112e+00 5.902147218267509571e-02
6.660000000000000142e+00 -2.166492516696633786e+00 -2.258824680595307832e+00 6.053696939353953033e-02
6.669999999999999929e+00 -2.085313112875056607e+00 -2.164566969940953101e+00 6.202199573153999862e-02
6.679999999999999716e+00 -2.004790775910685330e+00 -2.069224879730750644e+00 6.347664877219350021e-02
6.690000000000000391e+00 -1.925975013744298137e+00 -1.974126190623471722e+00 6.490103093423241210e-02
6.700000000000000178e+00 -1.849757511504863672e+00 -1.880525874589642044e+00 6.629525015353769646e-02
6.709999999999999964e+00 -1.776856917253959223e+00 -1.789579398769908458e+00 6.765942053764943676e-02
6.719999999999999751e+00 -1.707809677989646113e+00 -1.702318197341047057e+00 6.899366299821164950e-02
6.730000000000000426e+00 -1.642966631984389192e+00 -1.619627756888555981e+00 7.029810585892419528e-02
6.740000000000000213e+00 -1.582494846429960855e+00 -1.542228692400333001e+00 7.157288543685093318e-02
6.750000000000000000e+00 -1.526384021387955592e+00 -1.470661123464253039e+00 7.281814659499621922e-02
6.759999999999999787e+00 -1.474456668211082011e+00 -1.405272595841175809e+00 7.403404326396816060e-02
6.770000000000000462e+00 -1.426381215305926764e+00 -1.346209733814711651e+00 7.522073893149362755e-02
6.780000000000000249e+00 -1.381687195141731328e+00 -1.293413754306306451e+00 7.637840709846832610e-02
6.790000000000000036e+00 -1.339781719170416663e+00 -1.246619924605439911e+00 7.750723169979513438e-02
6.799999999999999822e+00 -1.299966544231103693e+00 -1.205361000883017786e+00 7.860740748889240292e-02
6.810000000000000497e+00 -1.261455165091197372e+00 -1.168974643002769653e+00 7.967914038482859507e-02
6.820000000000000284e+00 -1.223389521354644627e+00 -1.136614760651447620e+00 8.072264778113198702e-02
6.830000000000000071e+00 -1.184856070468756073e+00 -1.107266704369841870e+00 8.173815881543716744e-02
6.839999999999999858e+00 -1.144901139317333394e+00 -1.079766170573505990e+00 8.272591459923045454e-02
6.850000000000000533e+00 -1.102545612942953390e+00 -1.052821640223129851e+00 8.368616840705174476e-02
6.860000000000000320e+00 -1.056799139786436914e+00 -1.025040115011220943e+00 8.461918601914933391e-02
6.870000000000000107e+00 -1.006674120029231512e+00 -9.949558519953982660e-01 8.552524702139351065e-02
6.879999999999999893e+00 -9.511997912978761294e-01 -9.610617275570187967e-01 8.640464186111927736e-02
6.890000000000000568e+00 -8.894367311351702998e-01 -9.218427853339785649e-01 8.725767205257917158e-02
6.900000000000000355e+00 -8.204920582653538741e-01 -8.758114422547953470e-01 8.808465296975362402e-02
6.910000000000000142e+00 -7.435355377388896958e-01 -8.215437447955221684e-01 8.888591240639844016e-02
6.919999999999999929e+00 -6.578166842133972292e-01 -7.577159877251133935e-01 8.966179047150873993e-02
6.929999999999999716e+00 -5.626828209102150424e-01 -6.831409341945017255e-01 9.041263944169865285e-02
6.940000000000000391e+00 -4.575978989705231648e-01 -5.968028137986580717e-01 9.113882357045563487e-02
6.950000000000000178e+00 -3.421617239678668154e-01 -4.978902291130298252e-01 9.184071885429298532e-02
6.959999999999999964e+00 -2.161290846267538146e-01 -3.858260759664475792e-01 9.251871275589076959e-02
6.969999999999999751e+00 -7.942814451357763095e-02 -2.602935827143350034e-01 9.317320388435708367e-02
6.980000000000000426e+00 6.782264916592938009e-02 -1.212576026240345661e-01 9.380460163283321773e-02
6.990000000000000213e+00 2.252999558384297107e-01 3.101964625157033195e-02 9.441332577388894531e-02
7.000000000000000000e+00 3.924640744806561221e-01 1.959691063653347110e-01 9.499980601307049521e-02
7.009999999999999787e+00 5.685514431381700762e-01 3.727122582875250778e-01 9.556448150090768312e-02
7.020000000000000462e+00 7.525718609663408776e-01 5.600657815325791322e-01 9.610780030401738783e-02
7.030000000000000249e+00 9.433110736780728756e-01 7.565537458565487761e-01 9.663021883603371831e-02
7.040000000000000036e+00 1.139339205380481612e+00 9.604273742159588068e-01 9.713220124910894315e-02
7.049999999999999822e+00 1.339025325637322350e+00 1.169692196469447776e+00 9.761421878686613041e-02
7.060000000000000497e+00 1.540558218945644819e+00 1.382142182334607172e+00 9.807674909979603728e-02
7.070000000000000284e+00 1.741973185026618243e+00 1.595400211574517613e+00 9.852027552421362133e-02
7.080000000000000071e+00 1.941184453821583666e+00 1.806964017916206533e+00 9.894528632600849138e-02
7.089999999999999858e+00 2.136022560701207773e+00 2.014256539970866289e+00 9.935227391055519164e-02
7.100000000000000533e+00 2.324275806782778453e+00 2.214679436316307815e+00 9.974173400799214717e-02
7.110000000000000320e+00 2.503734737227034657e+00 2.405668381075912077e+00 1.001141645087295085e-01
7.120000000000000107e+00 2.672238416396633731e+00 2.584748657808767280e+00 1.004700648734655755e-01
7.129999999999999893e+00 2.827721170392292649e+00 2.749589518829041346e+00 1.008099355603343239e-01
7.140000000000000568e+00 2.968258410119170243e+00 2.898055777898098651e+00 1.011342767951504823e-01
7.150000000000000355e+00 3.092110144597534749e+00 3.028255158233018385e+00 1.014435875932507974e-01
7.160000000000000142e+00 3.197760845091372595e+00 3.138580024418073489e+00 1.017383647810584102e-01
7.169999999999999929e+00 3.283954423636563646e+00 3.227742283340081286e+00 1.020191019995370790e-01
7.179999999999999716e+00 3.349723240204626862e+00 3.294800440792214236e+00 1.022862886921398484e-01
7.190000000000000391e+00 3.394410244457700898e+00 3.339178040025699623e+00 1.025404090799846707e-01
7.200000000000000178e+00 3.417683582557352384e+00 3.360672977689154628e+00 1.027819411271153199e-01
7.209999999999999964e+00 3.419543247251542795e+00 3.359457481343653296e+00 1.030113554987975300e-01
7.219999999999999751e+00 3.400319610188828445e+00 3.336068830210529690e+00 1.032291145160270929e-01
7.230000000000000426e+00 3.360663938553381858e+00 3.291391195672025205e+00 1.034356711093225856e-01
7.240000000000000213e+00 3.301531253378453545e+00 3.226629259012175233e+00 1.036314677749961694e-01
7.250000000000000000e+00 3.224156124683770663e+00 3.143274520200511457e+00 1.038169355373978753e-01
7.259999999999999787e+00 3.130022210399851623e+00 3.043065433435644174e+00 1.039924929205135601e-01
7.270000000000000462e+00 3.020826524816746517e+00 2.927942684366338089e+00 1.041585449323601809e-01
7.280000000000000249e+00 2.898439562611210718e+00 2.800001053878299118e+00 1.043154820656757714e-01
7.290000000000000036e+00 2.764862502736610494e+00 2.661439389633203145e+00 1.044636793184228057e-01
7.299999999999999822e+00 2.622182770810778329e+00 2.514510226984538743e+00 1.046034952376324323e-01
7.310000000000000497e+00 2.472529249091311332e+00 2.361470565613111638e+00 1.047352709901045315e-01
7.320000000000000284e+00 2.318028391321963699e+00 2.204535219659791156e+00 1.048593294634552892e-01
7.330000000000000071e+00 2.160762428754159359e+00 2.045834021876790754e+00 1.049759737363139128e-01
7.339999999999999858e+00 2.002730747790694821e+00 1.887373982884773538e+00 1.050854873823643537e-01
7.350000000000000533e+00 1.845815384188434161e+00 1.731007293123281165e+00 1.051881342982138035e-01
7.360000000000000320e+00 1.691751419462798500e+00 1.578405816838687858e+00 1.052841564235181271e-01
7.370000000000000107e+00 1.542102888283716666e+00 1.431042474561275757e+00 1.053737730889693913e-01
7.379999999999999893e+00 1.398244617563680015e+00 1.290179653384530889e+00 1.054571807688646917e-01
7.390000000000000568e+00 1.261350224798230002e+00 1.156864533220576474e+00 1.055345524866376922e-01
7.400000000000000355e+00 1.132386310891122960e+00 1.031930981706146166e+00 1.056060372758593213e-01
7.410000000000000142e+00 1.012112696572800896e+00 9.160074592023184081e-01 1.056717596992231833e-01
7.419999999999999929e+00 9.010883764302670684e-01 8.095301956388802900e-01 1.057318194278505097e-01
7.429999999999999716e+00 7.996827047145091960e-01 7.127607584404261898e-01 1.057862908830516091e-01
7.440000000000000391e+00 7.080911860472129948e-01 6.258070292594832829e-01 1.058352229425184865e-01
7.450000000000000178e+00 6.263551248520087267e-01 5.486465486445196715e-01 1.058786387125339734e-01
7.459999999999999964e+00 5.543842921264809931e-01 4.811511720897135858e-01 1.059165353676483623e-01
7.469999999999999751e+00 4.919816988301496385e-01 4.231120063307782786e-01 1.059488840593012793e-01
7.480000000000000426e+00 4.388695229412151733e-01 3.742636578021997229e-01 1.059756298943023700e-01
7.490000000000000213e+00 3.947152228838301524e-01 3.343069209887862270e-01 1.059966919838023075e-01
7.500000000000000000e+00 3.591568838100705485e-01 3.029291570187259697e-01 1.060119635632995744e-01
7.509999999999999787e+00 3.318268849020041267e-01 2.798217555223198039e-01 1.060213121839189421e-01
7.520000000000000462e+00 3.123730446822099993e-01 2.646942283793031203e-01 1.060245799749339468e-01
7.530000000000000249e+00 3.004764959668646540e-01 2.572846453080815943e-01 1.060215839772458979e-01
7.540000000000000036e+00 2.958656606329232996e-01 2.573662814122944509e-01 1.060121165472732302e-01
7.549999999999999822e+00 2.983258342092647841e-01 2.647504994883430607e-01 1.059959458304492452e-01
7.560000000000000497e+00 3.077040481510627257e-01 2.792860296557017064e-01 1.059728167731845416e-01
7.570000000000000284e+00 3.239090495075863663e-01 3.008549312883035953e-01 1.059424514656582689e-01
7.580000000000000071e+00 3.469064188346125954e-01 3.293656240602658714e-01 1.059045484399180753e-01
7.589999999999999858e+00 3.767090322623111720e-01 3.647434541623001958e-01 1.058587843499531056e-01
7.600000000000000533e+00 4.133632566875716230e-01 4.069193176029975434e-01 1.058048156812318591e-01
7.610000000000000320e+00 4.569314417818747254e-01 4.558168953286112490e-01 1.057422789387549994e-01
7.620000000000000107e+00 5.074714323504896374e-01 5.113390660297740808e-01 1.056707915657712216e-01
7.629999999999999893e+00 5.650139630326284079e-01 5.733540541357422526e-01 1.055899529171809986e-01
7.640000000000000568e+00 6.295389081915178098e-01 6.416818454256262294e-01 1.054993452848585339e-01
7.650000000000000355e+00 7.009514375127146035e-01 7.160813640999271756e-01 1.053985349719635395e-01
7.660000000000000142e+00 7.790591676319708059e-01 7.962388564002151892e-01 1.052870734131708813e-01
7.669999999999999929e+00 8.635513985900101774e-01 8.817578702232327093e-01 1.051644983375880221e-01
7.679999999999999716e+00 9.539814790858398563e-01 9.721511606732488042e-01 1.050303349710840217e-01
7.690000000000000391e+00 1.049753256100064203e+00 1.066834790740202710e+00 1.048840972747400319e-01
7.700000000000000178e+00 1.150112434067958267e+00 1.165124636353074949e+00 1.047252892157768955e-01
7.709999999999999964e+00 1.254143499902850456e+00 1.266235447407439318e+00 1.045534060673566634e-01
7.719999999999999751e+00 1.360772668201274849e+00 1.369282561852237734e+00 1.043679357337947144e-01
7.730000000000000426e+00 1.468777073067970562e+00 1.473286318804050810e+00 1.041683600975340240e-01
7.740000000000000213e+00 1.576800187877676063e+00 1.577179168685642452e+00 1.039541563842342198e-01
7.750000000000000000e+00 1.683373201847303990e+00 1.679815432908274841e+00 1.037247985423419977e-01
7.759999999999999787e+00 1.786941833223004483e+00 1.779983621724973375e+00 1.034797586335246544e-01
7.770000000000000462e+00 1.885897824201189010e+00 1.876421175563815380e+00 1.032185082303815754e-01
7.780000000000000249e+00 1.978614153194757419e+00 1.967831451456080627e+00 1.029405198178950515e-01
7.790000000000000036e+00 2.063482825762280370e+00 2.052902731366718747e+00 1.026452681038416415e-01
7.799999999999999822e+00 2.138953975183024880e+00 2.130328982925159931e+00 1.023322310851997874e-01
7.810000000000000497e+00 2.203574924248331346e+00 2.198832055306936706e+00 1.020008923419063601e-01
7.820000000000000284e+00 2.256027836110102047e+00 2.257184944415635108e+00 1.016507423857753861e-01
7.830000000000000071e+00 2.295164616218875242e+00 2.304235713190881274e+00 1.012812792211515711e-01
7.839999999999999858e+00 2.320037819010065228e+00 2.338931606477791636e+00 1.008920100653718371e-01
7.850000000000000533e+00 2.329926458784857157e+00 2.360342857553660245e+00 1.004824526830812026e-01
7.860000000000000320e+00 2.324355818202821666e+00 2.367685647589985010e+00 1.000521366990833744e-01
7.870000000000000107e+00 2.303110581504386190e+00 2.360343652715873208e+00 9.960060488712736693e-02
7.879999999999999893e+00 2.266240882457030814e+00 2.337887598669814881e+00 9.912741443217350235e-02
7.890000000000000568e+00 2.214061136906900096e+00 2.300092242865842351e+00 9.863213816383414878e-02
7.900000000000000355e+00 2.147141813542799760e+00 2.246950220310784729e+00 9.811436575884635580e-02
7.910000000000000142e+00 2.066294570527462682e+00 2.178682224929167521e+00 9.757370491057169859e-02
7.919999999999999929e+00 1.972551436867840735e+00 2.095743052540038676e+00 9.700978246366209756e-02
7.930000000000000604e+00 1.867138933692221059e+00 1.998823106230040780e+00 9.642224551218900319e-02
7.940000000000000391e+00 1.751448201613024835e+00 1.888845058516337883e+00 9.581076245974327887e-02
7.950000000000000178e+00 1.627002318018741622e+00 1.766955475871437420e+00 9.517502404013260253e-02
7.959999999999999964e+00 1.495422047165950730e+00 1.634511337317499091e+00 9.451474429740791550e-02
7.969999999999999751e+00 1.358391264129884091e+00 1.493061516421035018e+00 9.382966152412794414e-02
7.980000000000000426e+00 1.217623232063253846e+00 1.344323440873475217e+00 9.311953915690288075e-02
7.990000000000000213e+00 1.074828795071874454e+00 1.190155291039546759e+00 9.238416662838143389e-02
8.000000000000000000e+00 9.316873836207225645e-01 1.032524243069399716e+00 9.162336017497078877e-02
8.009999999999999787e+00 7.898215256541293305e-01 8.734713978694457204e-01 9.083696359969262168e-02
8.019999999999999574e+00 6.507753265679687704e-01 7.150741589188063241e-01 9.002484898968259042e-02
8.029999999999999361e+00 5.159971382721174615e-01 5.594069244062735979e-01 8.918691720907040432e-02
8.040000000000000924e+00 3.868263959751586656e-01 4.085010377952557059e-01 8.832309902985055472e-02
8.050000000000000711e+00 2.644843750380993508e-01 2.643049918261026754e-01 8.743335557862938479e-02
8.060000000000000497e+00 1.500684223732284828e-01 1.286459012384226497e-01 8.651767834534815349e-02
8.070000000000000284e+00 4.454905880418084246e-02 3.193247378275934634e-03 8.557608997871782308e-02
8.080000000000000071e+00 -5.123076044228136450e-02 -1.105741471700724537e-01 8.460864474287223269e-02
8.089999999999999858e+00 -1.365549943023909307e-01 -2.113970329390312819e-01 8.361542891126194643e-02
8.099999999999999645e+00 -2.108332374306327583e-01 -2.982597631323744558e-01 8.259656111421871671e-02
8.109999999999999432e+00 -2.735995185954360198e-01 -3.704087985444757258e-01 8.155219264030312554e-02
8.120000000000000995e+00 -3.245117671953763883e-01 -4.273652043035416348e-01 8.048250769157902496e-02
8.130000000000000782e+00 -3.633523817616985396e-01 -4.689308281984442273e-01 7.938772359298047754e-02
8.140000000000000568e+00 -3.900301426126738802e-01 -4.951880346016379053e-01 7.826809095597496435e-02
8.150000000000000355e+00 -4.045834977084028505e-01 -5.064930566879072282e-01 7.712389379664780220e-02
8.160000000000000142e+00 -4.071850306656316643e-01 -5.034632160565113423e-01 7.595544960846804805e-02
8.169999999999999929e+00 -3.981467079942950793e-01 -4.869584363619913203e-01 7.476310938999830569e-02
8.179999999999999716e+00 -3.779253138872264439e-01 -4.580576398726308174e-01 7.354725762766312069e-02
8.189999999999999503e+00 -3.471273291964945829e-01 -4.180307573449156266e-01 7.230831223377960637e-02
8.199999999999999289e+00 -3.065124084466233079e-01 -3.683071974075252109e-01 7.104672444004729581e-02
8.210000000000000853e+00 -2.569945639886939692e-01 -3.104417079989976180e-01 6.976297864666873572e-02
8.220000000000000639e+00 -1.996401854239226725e-01 -2.460786166791643637e-01 6.845759222726184590e-02
8.230000000000000426e+00 -1.356621071220176222e-01 -1.769154574748940112e-01 6.713111528970888697e-02
8.240000000000000213e+00 -6.640908487417145067e-02 -1.046669792569978330e-01 6.578413039307458299e-02
8.250000000000000000e+00 6.649751750900542886e-03 -3.103048567776979516e-02 6.441725222071215118e-02
8.259999999999999787e+00 8.194565193444254547e-02 4.234661817914707471e-02 6.303112768474052052e-02
8.269999999999999574e+00 1.578360947570238704e-01 1.138962986123616128e-01 6.162643468824813980e-02
8.279999999999999361e+00 2.326353277914880724e-01 1.821557351715723250e-01 6.020388131503229961e-02
8.290000000000000924e+00 3.046488766670077952e-01 2.457890216160607266e-01 5.876420636540294340e-02
8.300000000000000711e+00 3.722110219152670041e-01 3.036043679272545925e-01 5.730817869128226189e-02
8.310000000000000497e+00 4.337239884233244913e-01 3.545666029754568904e-01 5.583659639735389507e-02
8.320000000000000284e+00 4.876973948314524132e-01 3.978049349950759650e-01 5.435028621039776631e-02
8.330000000000000071e+00 5.327863795909046907e-01 4.326160789305612542e-01 5.285010280554140738e-02
8.339999999999999858e+00 5.678267681667160671e-01 4.584630008429657622e-01 5.133692808956624720e-02
8.349999999999999645e+00 5.918656789875158530e-01 4.749696553942714949e-01 4.981167044143365585e-02
8.359999999999999432e+00 6.041860865407413517e-01 4.819121991944601557e-01 4.827526391022920332e-02
8.370000000000000995e+00 6.043240659153317207e-01 4.792072476176185147e-01 4.672866737073606835e-02
8.380000000000000782e+00 5.920777266123399274e-01 4.668978036212200200e-01 4.517286363697844975e-02
8.390000000000000568e+00 5.675071924302479420e-01 4.451375231573129754e-01 4.360885853407314716e-02
8.400000000000000355e+00 5.309253824259431154e-01 4.141739929193853920e-01 4.203767992867130099e-02
8.410000000000000142e+00 4.828797757661710821e-01 3.743316832998260790e-01 4.046037671847766554e-02
8.419999999999999929e+00 4.241257788026961961e-01 3.259952042340450440e-01 3.887801778140775877e-02
8.429999999999999716e+00 3.555927328377758156e-01 2.695934364788385995e-01 3.729169088494720813e-02
8.439999999999999503e+00 2.783439827875389128e-01 2.055850387902504184e-01 3.570250155637833683e-02
8.449999999999999289e+00 1.935327486529228869e-01 1.344457458356816126e-01 3.411157191462254462e-02
8.460000000000000853e+00 1.023557843248821819e-01 5.665777618130304893e-02 3.252003946453441152e-02
8.470000000000000639e+00 6.006956462050775172e-03 -2.729843184776844373e-02 3.092905585457488699e-02
8.480000000000000426e+00 -9.436708066809773587e-02 -1.169500424319147580e-01 2.933978559888626020e-02
8.490000000000000213e+00 -1.977070056690668209e-01 -2.118351910375939617e-01 2.775340447049002776e-02
8.500000000000000000e+00 -3.030748140744551899e-01 -3.115039857078775731e-01 2.617109838779899458e-02
8.509999999999999787e+00 -4.096800145565954177e-01 -4.155173166332187251e-01 2.459406273505138074e-02
8.519999999999999574e+00 -5.168967573340661481e-01 -5.234437291198983377e-01 2.302350039841101828e-02
8.529999999999999361e+00 -6.242710601112815283e-01 -6.348546818715181672e-01 2.146061992501022489e-02
8.540000000000000924e+00 -7.315177942444499593e-01 -7.493185651418401427e-01 1.990663438168817009e-02
8.550000000000000711e+00 -8.385076182538451217e-01 -8.663938907250053889e-01 1.836275986456303161e-02
8.560000000000000497e+00 -9.452445702780868375e-01 -9.856220873603771526e-01 1.683021398491026110e-02
8.570000000000000284e+00 -1.051835527991588748e+00 -1.106520340880239095e+00 1.531021433330877722e-02
8.580000000000000071e+00 -1.158453187179422139e+00 -1.228574908719476388e+00 1.380397692411828442e-02
8.589999999999999858e+00 -1.265294574229700819e+00 -1.351235314059043402e+00 1.231271462244830188e-02
8.599999999999999645e+00 -1.372537372622086416e+00 -1.473909787084259015e+00 1.083763555588679837e-02
8.609999999999999432e+00 -1.480296493308211225e+00 -1.595962271120624498e+00 9.379941513319745364e-03
8.620000000000000995e+00 -1.588583343770221923e+00 -1.716711251547151207e+00 7.940826333238344692e-03
8.630000000000000782e+00 -1.697270147041146426e+00 -1.835430597377501583e+00 6.521474284097831392e-03
8.640000000000000568e+00 -1.806061433369975155e+00 -1.951352531401591373e+00 5.123058439333590987e-03
8.650000000000000355e+00 -1.914474483499851498e+00 -2.063672767064841373e+00 3.746739049655626198e-03
8.660000000000000142e+00 -2.021830059953307668e+00 -2.171557771160997685e+00 2.393661915350631282e-03
8.669999999999999929e+00 -2.127254243029213843e+00 -2.274154033273649844e+00 1.064956761373730271e-03
8.679999999999999716e+00 -2.229691617569279138e+00 -2.370599148034518322e+00 -2.382643819415913855e-04
8.689999999999999503e+00 -2.327929464185354735e+00 -2.460034446906975703e+00 -1.514908789683936654e-03
8.700000000000001066e+00 -2.420632025348079530e+00 -2.541618854457855292e+00 -2.763904641768938093e-03
8.710000000000000853e+00 -2.506383373256168667e+00 -2.614543591881887341e+00 -3.984202608015599729e-03
8.720000000000000639e+00 -2.583736931765243217e+00 -2.678047309600913639e+00 -5.174777371758264126e-03
8.730000000000000426e+00 -2.651269324610940892e+00 -2.731431202514142509e+00 -6.334629056222655479e-03
8.740000000000000213e+00 -2.707635957788507852e+00 -2.774073647048623581e+00 -7.462785070505029324e-03
8.750000000000000000e+00 -2.751625610459101257e+00 -2.805443899312732192e+00 -8.558301626961525160e-03
8.759999999999999787e+00 -2.782211314616736431e+00 -2.825114408751008277e+00 -9.620264934184302730e-03
8.769999999999999574e+00 -2.798594950184679853e+00 -2.832771331665163483e+00 -1.064779273715482991e-02
8.779999999999999361e+00 -2.800243263031982899e+00 -2.828222873276171612e+00 -1.164003571891817843e-02
