# r 	 gobs 	 nucpdfcalc 	 mpdfcalc
1.075999999999999979e+01 6.097131078512911806e-01 6.372515704589363228e-01 -1.199153509724810301e-02
1.076999999999999957e+01 7.950045154105864764e-01 8.037689731752810651e-01 -1.293949553314483088e-02
1.077999999999999936e+01 9.793980839897342694e-01 9.715299026477419719e-01 -1.388753541214390527e-02
1.079000000000000092e+01 1.161739246537305537e+00 1.140218533047057337e+00 -1.483525798056402160e-02
1.080000000000000071e+01 1.340981346336583835e+00 1.309466205209142142e+00 -1.578225810577563171e-02
1.081000000000000050e+01 1.516202290318821699e+00 1.478836761437954950e+00 -1.672812262182990853e-02
1.082000000000000028e+01 1.686613847088664686e+00 1.647814472732377133e+00 -1.767243071299595333e-02
1.083000000000000007e+01 1.851563338957913363e+00 1.815795237339392854e+00 -1.861475433378845593e-02
1.083999999999999986e+01 2.010527913703989977e+00 1.982081603095726008e+00 -1.955465866396092697e-02
1.084999999999999964e+01 2.163102003280393593e+00 2.145882014835237328e+00 -2.049170259684209017e-02
1.085999999999999943e+01 2.308978959983376100e+00 2.306314518411926695e+00 -2.142543925930364204e-02
1.087000000000000099e+01 2.447928184643300309e+00 2.462414971645039419e+00 -2.235541656156725052e-02
1.088000000000000078e+01 2.579769308752580148e+00 2.613149627277068010e+00 -2.328117777498762628e-02
1.089000000000000057e+01 2.704345149940167392e+00 2.757431771577787405e+00 -2.420226213588581865e-02
1.090000000000000036e+01 2.821495219785793651e+00 2.894141932106647275e+00 -2.511820547345388482e-02
1.091000000000000014e+01 2.931031522006141810e+00 3.022151016458601624e+00 -2.602854085970668363e-02
1.091999999999999993e+01 3.032718240425546607e+00 3.140345616871190071e+00 -2.693279927942066748e-02
1.092999999999999972e+01 3.126256688058118627e+00 3.247654618608194710e+00 -2.783051031797106889e-02
1.093999999999999950e+01 3.211276584064036044e+00 3.343076187017321566e+00 -2.872120286495793637e-02
1.095000000000000107e+01 3.287334361332118871e+00 3.425704181597570841e+00 -2.960440583149864802e-02
1.096000000000000085e+01 3.353918804090378902e+00 3.494753056269183755e+00 -3.047964887905744991e-02
1.097000000000000064e+01 3.410463894325969747e+00 3.549580352701911412e+00 -3.134646315768255947e-02
1.098000000000000043e+01 3.456368330721247606e+00 3.589705975875424393e+00 -3.220438205152752198e-02
1.099000000000000021e+01 3.491020796625480038e+00 3.614827554441210733e+00 -3.305294192954383314e-02
1.100000000000000000e+01 3.513829714947312777e+00 3.624831328092775529e+00 -3.389168289924934796e-02
1.100999999999999979e+01 3.524255955692699338e+00 3.619798164161204479e+00 -3.472014956149755555e-02
1.101999999999999957e+01 3.521846770431838358e+00 3.600004479400159330e+00 -3.553789176419924062e-02
1.102999999999999936e+01 3.506269127126147023e+00 3.565918023301290152e+00 -3.634446535297781999e-02
1.104000000000000092e+01 3.477340613502557520e+00 3.518188659023596010e+00 -3.713943291677465619e-02
1.105000000000000071e+01 3.435056167501493452e+00 3.457634450020558248e+00 -3.792236452645861983e-02
1.106000000000000050e+01 3.379609074240067290e+00 3.385223518057845382e+00 -3.869283846453648590e-02
1.107000000000000028e+01 3.311404930767278376e+00 3.302052275617377575e+00 -3.945044194410673305e-02
1.108000000000000007e+01 3.231067608905370925e+00 3.209320747738612312e+00 -4.019477181524783171e-02
1.108999999999999986e+01 3.139436625625737776e+00 3.108305781375081178e+00 -4.092543525708510627e-02
1.109999999999999964e+01 3.037555740275163174e+00 3.000332991860293230e+00 -4.164205045383404663e-02
1.110999999999999943e+01 2.926653017788543032e+00 2.886748314968459628e+00 -4.234424725317687682e-02
1.112000000000000099e+01 2.808113005783136273e+00 2.768890019589355322e+00 -4.303166780538695418e-02
1.113000000000000078e+01 2.683442050943328994e+00 2.648061991809795401e+00 -4.370396718167895295e-02
1.114000000000000057e+01 2.554228108027184252e+00 2.525509029024689323e+00 -4.436081397032375084e-02
1.115000000000000036e+01 2.422096657552661014e+00 2.402394786466959697e+00 -4.500189084913247539e-02
1.116000000000000014e+01 2.288664533615542229e+00 2.279782902984237580e+00 -4.562689513297845528e-02
1.116999999999999993e+01 2.155493563237036003e+00 2.158621703359691502e+00 -4.623553929509115895e-02
1.117999999999999972e+01 2.024045929355147155e+00 2.039732736699828131e+00 -4.682755146092276721e-02
1.118999999999999950e+01 1.895643091711265438e+00 1.923803270220882489e+00 -4.740267587345396716e-02
1.120000000000000107e+01 1.771429938394520454e+00 1.811382720827195092e+00 -4.796067332887214013e-02
1.121000000000000085e+01 1.652345604594120054e+00 1.702882878458450433e+00 -4.850132158162114709e-02
1.122000000000000064e+01 1.539102096493051297e+00 1.598581659938441035e+00 -4.902441571788929836e-02
1.123000000000000043e+01 1.432171512261231072e+00 1.498630033839065900e+00 -4.952976849666790998e-02
1.124000000000000021e+01 1.331782275725474918e+00 1.403061678597704365e+00 -5.001721065758042706e-02
1.125000000000000000e+01 1.237924409505038126e+00 1.311804879689505432e+00 -5.048659119474797202e-02
1.125999999999999979e+01 1.150363491327524246e+00 1.224696137894412340e+00 -5.093777759602535066e-02
1.126999999999999957e+01 1.068662577260493185e+00 1.141494949402333869e+00 -5.137065604700881416e-02
1.127999999999999936e+01 9.922110545264211101e-01 1.061899228476430590e+00 -5.178513159928393311e-02
1.129000000000000092e+01 9.202591179643332397e-01 9.855608725752454946e-01 -5.218112830245200118e-02
1.130000000000000071e+01 8.519563587722627229e-01 9.121010154181445895e-01 -5.255858929954058956e-02
1.131000000000000050e+01 7.863928193738680683e-01 8.411245721034995571e-01 -5.291747688547517037e-02
1.132000000000000028e+01 7.226408080798195632e-01 7.722337483251986434e-01 -5.325777252835751235e-02
1.133000000000000007e+01 6.597957820901376724e-01 7.050402590823995341e-01 -5.357947685336940380e-02
1.133999999999999986e+01 5.970146943142468077e-01 6.391760771744661174e-01 -5.388260958919043747e-02
1.134999999999999964e+01 5.335503523159781381e-01 5.743026045730691420e-01 -5.416720947689303983e-02
1.135999999999999943e+01 4.687805475258934873e-01 5.101182272124467065e-01 -5.443333414135075737e-02
1.137000000000000099e+01 4.022309685846582328e-01 4.463642731142221654e-01 -5.468105992527042686e-02
1.138000000000000078e+01 3.335912015566835920e-01 3.828294429823928535e-01 -5.491048168603553797e-02
1.139000000000000057e+01 2.627234280794439880e-01 3.193528200940683459e-01 -5.512171255562370309e-02
1.140000000000000036e+01 1.896637462887476311e-01 2.558255918393516071e-01 -5.531488366393987749e-02
1.141000000000000014e+01 1.146163449142075796e-01 1.921916287264774370e-01 -5.549014382598579237e-02
1.141999999999999993e+01 3.794104553867354984e-02 1.284470688454478482e-01 -5.564765919336583933e-02
1.142999999999999972e+01 -3.986501962601107091e-02 6.463904805483970673e-02 -5.578761287071135749e-02
1.143999999999999950e+01 -1.181906163891980055e-01 8.637003921837388409e-04 -5.591020449768807632e-02
1.145000000000000107e+01 -1.963373637700696617e-01 -6.273646836397858695e-02 -5.601564979733424793e-02
1.146000000000000085e+01 -2.735491877154288543e-01 -1.259757559932830340e-01 -5.610418009156246943e-02
1.147000000000000064e+01 -3.490429732842669774e-01 -1.886289358182024478e-01 -5.617604178474335658e-02
1.148000000000000043e+01 -4.220391191633972028e-01 -2.504353974717407061e-01 -5.623149581637591071e-02
1.149000000000000021e+01 -4.917907558866086437e-01 -3.111037491029564617e-01 -5.627081708393566473e-02
1.150000000000000000e+01 -5.576104957227536740e-01 -3.703168886897130196e-01 -5.629429383707993534e-02
1.150999999999999979e+01 -6.188937315770447478e-01 -4.277375602241902941e-01 -5.630222704447474663e-02
1.151999999999999957e+01 -6.751376866612074368e-01 -4.830144108592456242e-01 -5.629492973459686300e-02
1.152999999999999936e+01 -7.259556273007059524e-01 -5.357885573580722927e-01 -5.627272631194770586e-02
1.154000000000000092e+01 -7.710858785538267091e-01 -5.857006546483684017e-01 -5.623595185020224818e-02
1.155000000000000071e+01 -8.103955165296614638e-01 -6.323984367605932633e-01 -5.618495136389731887e-02
1.156000000000000050e+01 -8.438788427239414247e-01 -6.755446722304918605e-01 -5.612007906034501004e-02
1.157000000000000028e+01 -8.716509651079334953e-01 -7.148254438783864240e-01 -5.604169757353420073e-02
1.158000000000000007e+01 -8.939370096450252046e-01 -7.499586287553687836e-01 -5.595017718185801847e-02
1.158999999999999986e+01 -9.110576569435356875e-01 -7.807024201699173105e-01 -5.584589501157628810e-02
1.159999999999999964e+01 -9.234118357181113623e-01 -8.068637023380194062e-01 -5.572923422798876231e-02
1.160999999999999943e+01 -9.314575028839068294e-01 -8.283060615281242489e-01 -5.560058321635807932e-02
1.162000000000000099e+01 -9.356914962555359372e-01 -8.449571975999247142e-01 -5.546033475467892354e-02
1.163000000000000078e+01 -9.366294583811147767e-01 -8.568154882608250977e-01 -5.530888518044303759e-02
1.164000000000000057e+01 -9.347867990614060485e-01 -8.639554564852438556e-01 -5.514663355359619712e-02
1.165000000000000036e+01 -9.306615912378982669e-01 -8.665319001882118011e-01 -5.497398081792551766e-02
1.166000000000000014e+01 -9.247201833722762387e-01 -8.647824627257574281e-01 -5.479132896314929668e-02
1.166999999999999993e+01 -9.173861658033222177e-01 -8.590284528811897857e-01 -5.459908019001084162e-02
1.167999999999999972e+01 -9.090331547562289227e-01 -8.496737629281964077e-01 -5.439763608069827366e-02
1.168999999999999950e+01 -8.999816626970538191e-01 -8.372017818817161228e-01 -5.418739677692647333e-02
1.170000000000000107e+01 -8.905001154600178381e-01 -8.221702564619789433e-01 -5.396876016802362730e-02
1.171000000000000085e+01 -8.808098635558030409e-01 -8.052041125560658319e-01 -5.374212109136260879e-02
1.172000000000000064e+01 -8.710938261904652702e-01 -7.869863127569397543e-01 -5.350787054746746624e-02
1.173000000000000043e+01 -8.615082107490267260e-01 -7.682468884354468619e-01 -5.326639493210670595e-02
1.174000000000000021e+01 -8.521965765406723792e-01 -7.497503452664774359e-01 -5.301807528765677818e-02
1.175000000000000000e+01 -8.433053676007751243e-01 -7.322816967784689934e-01 -5.276328657598363531e-02
1.175999999999999979e+01 -8.349999325318925303e-01 -7.166314291097178879e-01 -5.250239697504330283e-02
1.176999999999999957e+01 -8.274799857440106043e-01 -7.035797398098944111e-01 -5.223576720134864848e-02
1.177999999999999936e+01 -8.209934485009795502e-01 -6.938804226684450738e-01 -5.196374986038383714e-02
1.179000000000000092e+01 -8.158476425769222162e-01 -6.882447880680098162e-01 -5.168668882697609324e-02
1.180000000000000071e+01 -8.124168947500891580e-01 -6.873260136141523535e-01 -5.140491865754998058e-02
1.181000000000000050e+01 -8.111457453257729933e-01 -6.917043126434947453e-01 -5.111876403609855180e-02
1.182000000000000028e+01 -8.125471346714490117e-01 -7.018732890137580060e-01 -5.082853925560446018e-02
1.183000000000000007e+01 -8.171951624321818208e-01 -7.182278161488337975e-01 -5.053454773653499182e-02
1.183999999999999986e+01 -8.257122666423662993e-01 -7.410537378840226230e-01 -5.023708158391606421e-02
1.184999999999999964e+01 -8.387509444440084394e-01 -7.705196398161612281e-01 -4.993642118436530247e-02
1.185999999999999943e+01 -8.569704210807007616e-01 -8.066708844680618995e-01 -4.963283484432925302e-02
1.187000000000000099e+01 -8.810089566316957610e-01 -8.494260436679786919e-01 -4.932657847063012801e-02
1.188000000000000078e+01 -9.114527473045890282e-01 -8.985757992555339912e-01 -4.901789529427778153e-02
1.189000000000000057e+01 -9.488026166657824723e-01 -9.537843206874646595e-01 -4.870701563835014986e-02
1.190000000000000036e+01 -9.934398891414231159e-01 -1.014593067372040469e+00 -4.839415673058462819e-02
1.191000000000000014e+01 -1.045592981831284574e+00 -1.080426906484174943e+00 -4.807952256115822359e-02
1.191999999999999993e+01 -1.105306331306934231e+00 -1.150602385242120107e+00 -4.776330378596574389e-02
1.192999999999999972e+01 -1.172413282162606318e+00 -1.224337951510776845e+00 -4.744567767553210108e-02
1.193999999999999950e+01 -1.246514499084432348e+00 -1.300765879160628025e+00 -4.712680810951958704e-02
1.195000000000000107e+01 -1.326963322825741143e+00 -1.378945625535397346e+00 -4.680684561661369036e-02
1.196000000000000085e+01 -1.412859274988706559e+00 -1.457878327999548196e+00 -4.648592745939231219e-02
1.197000000000000064e+01 -1.503050632837218181e+00 -1.536522134849374721e+00 -4.616417776360449282e-02
1.198000000000000043e+01 -1.596146652995988680e+00 -1.613808062574281887e+00 -4.584170769110576527e-02
1.199000000000000021e+01 -1.690539634646812450e+00 -1.688656075977378990e+00 -4.551861565552144800e-02
1.200000000000000000e+01 -1.784436594413289834e+00 -1.759991099218435107e+00 -4.519498757953299695e-02
1.200999999999999979e+01 -1.875899894507457422e+00 -1.826758683474962952e+00 -4.487089719251253356e-02
1.201999999999999957e+01 -1.962895742387756881e+00 -1.887940079567735685e+00 -4.454640636706175272e-02
1.203000000000000114e+01 -2.043349084280567052e+00 -1.942566490450988947e+00 -4.422156549284927962e-02
1.204000000000000092e+01 -2.115203066262327347e+00 -1.989732307808668388e+00 -4.389641388598431587e-02
1.205000000000000071e+01 -2.176480953691160014e+00 -2.028607168052900533e+00 -4.357098023201236292e-02
1.206000000000000050e+01 -2.225348198833321689e+00 -2.058446694796761012e+00 -4.324528306047736165e-02
1.207000000000000028e+01 -2.260172240570709423e+00 -2.078601826485874327e+00 -4.291933124885848050e-02
1.208000000000000007e+01 -2.279577618126492400e+00 -2.088526658565097449e+00 -4.259312455356422528e-02
1.208999999999999986e+01 -2.282494087213888356e+00 -2.087784758705974575e+00 -4.226665416555015764e-02
1.209999999999999964e+01 -2.268195641255451811e+00 -2.076053940742131676e+00 -4.193990328801976836e-02
1.210999999999999943e+01 -2.236328656471009868e+00 -2.053129507696347389e+00 -4.161284773357312727e-02
1.212000000000000099e+01 -2.186927786658644290e+00 -2.018925996393000855e+00 -4.128545653808367993e-02
1.213000000000000078e+01 -2.120418715547410127e+00 -1.973477475489260113e+00 -4.095769258851264527e-02
1.214000000000000057e+01 -2.037607411609410057e+00 -1.916936465263342271e+00 -4.062951326180902489e-02
1.215000000000000036e+01 -1.939656098725259348e+00 -1.849571561163746214e+00 -4.030087107199971375e-02
1.216000000000000014e+01 -1.828046730299854206e+00 -1.771763853988037596e+00 -3.997171432253784212e-02
1.216999999999999993e+01 -1.704533307387291696e+00 -1.684002247690635556e+00 -3.964198776096009014e-02
1.217999999999999972e+01 -1.571084886330801123e+00 -1.586877781303108748e+00 -3.931163323289601358e-02
1.218999999999999950e+01 -1.429821553094562825e+00 -1.481077064389025866e+00 -3.898059033248101046e-02
1.220000000000000107e+01 -1.282945977421559913e+00 -1.367374935965293137e+00 -3.864879704624570728e-02
1.221000000000000085e+01 -1.132673381796670320e+00 -1.246626455039138159e+00 -3.831619038758980050e-02
1.222000000000000064e+01 -9.811628546113535521e-01 -1.119758326998866904e+00 -3.798270701899723878e-02
1.223000000000000043e+01 -8.304528965099220450e-01 -9.877598642590519340e-01 -3.764828385921248355e-02
1.224000000000000021e+01 -6.824039126811335398e-01 -8.516735720480208549e-01 -3.731285867267238043e-02
1.225000000000000000e+01 -5.386500575570402072e-01 -7.125854413464260961e-01 -3.697637063857721340e-02
1.225999999999999979e+01 -4.005624142709178215e-01 -5.716150211145329951e-01 -3.663876089708533595e-02
1.226999999999999957e+01 -2.692249676988270890e-01 -4.299053315235534800e-01 -3.629997307022805875e-02
1.228000000000000114e+01 -1.454242307006111123e-01 -2.886126694373312151e-01 -3.595995375526670618e-02
1.229000000000000092e+01 -2.965273628592658348e-02 -1.488963474319896785e-01 -3.561865298834832744e-02
1.230000000000000071e+01 7.787405518808292182e-02 -1.190839878557253123e-02 -3.527602467646264589e-02
1.231000000000000050e+01 1.771885326275086658e-01 1.212167262788616806e-01 -3.493202699585779003e-02
1.232000000000000028e+01 2.685310935050373993e-01 2.493724526694645338e-01 -3.458662275523727986e-02
1.233000000000000007e+01 3.523019064526972666e-01 3.714903424261659648e-01 -3.423977972223257032e-02
1.233999999999999986e+01 4.290069140924444024e-01 4.865503070180156597e-01 -3.389147091182623944e-02
1.234999999999999964e+01 4.992010018480367295e-01 5.935907455002845667e-01 -3.354167483558700980e-02
1.235999999999999943e+01 5.634314035869180115e-01 6.917185755602264230e-01 -3.319037571077087384e-02
1.237000000000000099e+01 6.221844072189518515e-01 7.801191122691963908e-01 -3.283756362853924859e-02
1.238000000000000078e+01 6.758382612799859190e-01 8.580657337362893600e-01 -3.248323468074645198e-02
1.239000000000000057e+01 7.246248732963395112e-01 9.249292543226161900e-01 -3.212739104495249826e-02
1.240000000000000036e+01 7.686024462094688259e-01 9.801869053568491585e-01 -3.177004102752269826e-02
1.241000000000000014e+01 8.076406412007275382e-01 1.023430801344880736e+00 -3.141119906488156616e-02
1.241999999999999993e+01 8.414192108053782926e-01 1.054375747638556238e+00 -3.105088568319371370e-02
1.242999999999999972e+01 8.694403469112862437e-01 1.072866224726901629e+00 -3.068912741694868399e-02
1.243999999999999950e+01 8.910542689656371085e-01 1.078882366149299443e+00 -3.032595668712697798e-02
1.245000000000000107e+01 9.054968747741893864e-01 1.072544732956720592e+00 -2.996141163982205327e-02
1.246000000000000085e+01 9.119376255784129581e-01 1.054117679087708925e+00 -2.959553594638433469e-02
1.247000000000000064e+01 9.095352722879824769e-01 1.024011100297146371e+00 -2.922837856634041484e-02
1.248000000000000043e+01 8.974985804618246243e-01 9.827803655102583802e-01 -2.885999347451842501e-02
1.249000000000000021e+01 8.751489019129489177e-01 9.311242445443429494e-01 -2.849043935398311647e-02
1.250000000000000000e+01 8.419812878138891454e-01 8.698806705909745141e-01 -2.811977925654595561e-02
1.250999999999999979e+01 7.977208512091851222e-01 8.000202098415496454e-01 -2.774808023276959315e-02
1.251999999999999957e+01 7.423712668062960596e-01 7.226371539018059398e-01 -2.737541293352929034e-02
1.253000000000000114e+01 6.762526352037943056e-01 6.389382024585522624e-01 -2.700185118532660508e-02
1.254000000000000092e+01 6.000264215082363739e-01 5.502287628628558247e-01 -2.662747154167239769e-02
1.255000000000000071e+01 5.147057813252797764e-01 4.578969582724333187e-01 -2.625235281296627379e-02
1.256000000000000050e+01 4.216502808225224830e-01 3.633955047531177152e-01 -2.587657557739748634e-02
1.257000000000000028e+01 3.225447675702555195e-01 2.682216879466394754e-01 -2.550022167547734073e-02
1.258000000000000007e+01 2.193629177291328836e-01 1.738957389946852727e-01 -2.512337369088625191e-02
1.258999999999999986e+01 1.143167342787723001e-01 8.193797464572800948e-02 -2.474611442037739223e-02
1.259999999999999964e+01 9.793962622607831417e-03 -6.154874894293175386e-03 -2.436852633552478997e-02
1.260999999999999943e+01 -9.171401088422943826e-02 -8.893367744353580795e-02 -2.399069103913632414e-02
1.262000000000000099e+01 -1.876907354804640549e-01 -1.650207391044939687e-01 -2.361268871917015025e-02
1.263000000000000078e+01 -2.756763760391922613e-01 -2.331329389869036817e-01 -2.323459760299766141e-02
1.264000000000000057e+01 -3.533489589920714713e-01 -2.921036158793927640e-01 -2.285649341484774152e-02
1.265000000000000036e+01 -4.186016523603460771e-01 -3.409026728885068414e-01 -2.247844883924296142e-02
1.266000000000000014e+01 -4.696127253725602135e-01 -3.786543918871922432e-01 -2.210053299320350120e-02
1.266999999999999993e+01 -5.049051726314113253e-01 -4.046524926335985373e-01 -2.172281090994393135e-02
1.267999999999999972e+01 -5.233934720467932067e-01 -4.183720308614811700e-01 -2.134534303672656896e-02
1.268999999999999950e+01 -5.244155499821782085e-01 -4.194778040601010449e-01 -2.096818474945950569e-02
1.270000000000000107e+01 -5.077487204400389365e-01 -4.078290209741292083e-01 -2.059138588654184018e-02
1.271000000000000085e+01 -4.736091124049922052e-01 -3.834800884134905163e-01 -2.021499030435961602e-02
1.272000000000000064e+01 -4.226348628836223975e-01 -3.466774736437331916e-01 -1.983903545672847241e-02
1.273000000000000043e+01 -3.558540943767020126e-01 -2.978527089431989294e-01 -1.946355200045917985e-02
1.274000000000000021e+01 -2.746393775796398540e-01 -2.376117131513320879e-01 -1.908856342909584156e-02
1.275000000000000000e+01 -1.806509694877671823e-01 -1.667207094004250489e-01 -1.871408573673888007e-02
1.275999999999999979e+01 -7.577158533978767263e-02 -8.608911500166516184e-02 -1.834012711372152993e-02
1.276999999999999957e+01 3.796421191865177042e-02 3.250134848507359869e-03 -1.796668767575732364e-02
1.278000000000000114e+01 1.584427529623315956e-01 1.001622963879641171e-01 -1.759375922801907632e-02
1.279000000000000092e+01 2.835428776488567171e-01 2.034339718236056471e-01 -1.722132506544694561e-02
1.280000000000000071e+01 4.112033238712445304e-01 3.117970854564570127e-01 -1.684935981041686334e-02
1.281000000000000050e+01 5.394830938530430497e-01 4.239530421172181818e-01 -1.647782928872937661e-02
1.282000000000000028e+01 6.666124379856388504e-01 5.385964336990931578e-01 -1.610669044470613639e-02
1.283000000000000007e+01 7.910326379013595810e-01 6.544376851492054170e-01 -1.573589129600543382e-02
1.283999999999999986e+01 9.114233873902738425e-01 7.702240763787184807e-01 -1.536537092859213693e-02
1.284999999999999964e+01 1.026717228237072232e+00 8.847586394629575191e-01 -1.499505953212063383e-02
1.285999999999999943e+01 1.136101162745803528e+00 9.969165088567168986e-01 -1.462487847581321436e-02
1.287000000000000099e+01 1.239006200663357982e+00 1.105658393217480606e+00 -1.425474042474215997e-02
1.288000000000000078e+01 1.335086172685631567e+00 1.210040937442679487e+00 -1.388454949625150467e-02
1.289000000000000057e+01 1.424187627006971990e+00 1.309223849017897789e+00 -1.351420145608561024e-02
1.290000000000000036e+01 1.506312996219048461e+00 1.402473769920567603e+00 -1.314358395362699890e-02
1.291000000000000014e+01 1.581579462726018459e+00 1.489164980308817610e+00 -1.277257679548573360e-02
1.291999999999999993e+01 1.650176052628824941e+00 1.568777119379602958e+00 -1.240105225652870374e-02
1.292999999999999972e+01 1.712321449497266279e+00 1.640890198729009652e+00 -1.202887542728851497e-02
1.293999999999999950e+01 1.768224847113156306e+00 1.705177261334295480e+00 -1.165590459655130307e-02
1.295000000000000107e+01 1.818051867909250108e+00 1.761395102470903140e+00 -1.128199166778877729e-02
1.296000000000000085e+01 1.861897181578687110e+00 1.809373515653817099e+00 -1.090698260797444072e-02
1.297000000000000064e+01 1.899764991418156690e+00 1.849003555888101280e+00 -1.053071792720703358e-02
1.298000000000000043e+01 1.931558043198776220e+00 1.880225323651607994e+00 -1.015303318745583612e-02
1.299000000000000021e+01 1.957075283409828392e+00 1.903015766320394375e+00 -9.773759538643856867e-03
1.300000000000000000e+01 1.976017781347727986e+00 1.917376970042747875e+00 -9.392724280195012890e-03
1.300999999999999979e+01 1.988002061802621956e+00 1.923325375824160854e+00 -9.009751446091658275e-03
1.301999999999999957e+01 1.992579597775274047e+00 1.920882300772257079e+00 -8.624662411418548488e-03
1.303000000000000114e+01 1.989260906728024914e+00 1.910066081455440878e+00 -8.237276518308933940e-03
1.304000000000000092e+01 1.977542494437957377e+00 1.890886083849367516e+00 -7.847411719157868989e-03
1.305000000000000071e+01 1.956934806016795925e+00 1.863338746270448043e+00 -7.454885234927147684e-03
1.306000000000000050e+01 1.926989375488695311e+00 1.827405740988010896e+00 -7.059514226335201689e-03
1.307000000000000028e+01 1.887323507879493656e+00 1.783054259785469942e+00 -6.661116475703970051e-03
1.308000000000000007e+01 1.837641068929895205e+00 1.730239351373987766e+00 -6.259511077222739209e-03
1.308999999999999986e+01 1.777748279457801672e+00 1.668908166770550539e+00 -5.854519133386197789e-03
1.309999999999999964e+01 1.707563791673567533e+00 1.599005904729741578e+00 -5.445964455370100321e-03
1.310999999999999943e+01 1.627122737886416148e+00 1.520483194868744503e+00 -5.033674265122680021e-03
1.312000000000000099e+01 1.536574860989587954e+00 1.433304612619971774e+00 -4.617479896972768484e-03
1.313000000000000078e+01 1.436177233967841804e+00 1.337457988501457695e+00 -4.197217496586438251e-03
1.314000000000000057e+01 1.326282427304276812e+00 1.232964154869716555e+00 -3.772728715141944293e-03
1.315000000000000036e+01 1.207323266740252921e+00 1.119886766326851912e+00 -3.343861396637739635e-03
1.316000000000000014e+01 1.079795522130774010e+00 9.983418348938319919e-01 -2.910470256299709391e-03
1.316999999999999993e+01 9.442399695353113076e-01 8.685066371661035456e-01 -2.472417548111113111e-03
1.317999999999999972e+01 8.012252678723125188e-01 7.306276768517377951e-01 -2.029573719551485030e-03
1.318999999999999950e+01 6.513329897102455579e-01 5.850274210177469625e-01 -1.581818051698575785e-03
1.320000000000000107e+01 4.951459507822881245e-01 4.321095705092072858e-01 -1.129039282919699471e-03
1.321000000000000085e+01 3.332407082538265675e-01 2.723626727067694486e-01 -6.711362144552508865e-04
1.322000000000000064e+01 1.661847623589351175e-01 1.063619363388485228e-01 -2.080182962771377785e-04
1.323000000000000043e+01 -5.461377648540253517e-03 -6.523083824844569389e-02 2.603938083120176192e-04
1.324000000000000021e+01 -1.811374891645796403e-01 -2.416692458003680821e-01 7.341676807873334957e-04
1.325000000000000000e+01 -3.602728936172687746e-01 -4.221261592111933414e-01 1.213358629578197836e-03
1.325999999999999979e+01 -5.422726119007135193e-01 -6.056994377590353418e-01 1.698009197583879703e-03
1.326999999999999957e+01 -7.265016296788703309e-01 -7.914193426031248535e-01 2.188148696208427283e-03
1.328000000000000114e+01 -9.122686800014496722e-01 -9.782574997721966703e-01 2.683792767003957257e-03
1.329000000000000092e+01 -1.098811052345211925e+00 -1.165137214796449605e+00 3.184942971920186761e-03
1.330000000000000071e+01 -1.285281936713711604e+00 -1.350944913531289426e+00 3.691586413067472761e-03
1.331000000000000050e+01 -1.470741707051355762e+00 -1.534542461077135433e+00 4.203695382811118222e-03
1.332000000000000028e+01 -1.654154344829544598e+00 -1.714780095304056839e+00 4.721227044926923876e-03
1.333000000000000007e+01 -1.834389912480995477e+00 -1.890509703437419642e+00 5.244123147462318238e-03
1.333999999999999986e+01 -2.010233624370210581e+00 -2.060598169360665199e+00 5.772309767864356941e-03
1.334999999999999964e+01 -2.180401651904826377e+00 -2.223940525479229713e+00 6.305697090855733392e-03
1.335999999999999943e+01 -2.343563364371231472e+00 -2.379472655738945619e+00 6.844179219463199931e-03
1.337000000000000099e+01 -2.498369275206693274e+00 -2.526183315127481954e+00 7.387634019529180050e-03
1.338000000000000078e+01 -2.643483562068617232e+00 -2.663125254999093805e+00 7.935922997967494869e-03
1.339000000000000057e+01 -2.777619684202369488e+00 -2.789425272023716484e+00 8.488891214957661191e-03
1.340000000000000036e+01 -2.899577355197907824e+00 -2.904293030544141452e+00 9.046367230209160365e-03
1.341000000000000014e+01 -3.008278961761917447e+00 -3.007028542623673584e+00 9.608163083367347174e-03
1.341999999999999993e+01 -3.102803462449493122e+00 -3.097028226019182373e+00 1.017407430857614030e-02
1.342999999999999972e+01 -3.182415860712417999e+00 -3.173789496629521700e+00 1.074387998315881956e-02
1.343999999999999950e+01 -3.246590523426998498e+00 -3.236913887554642155e+00 1.131734281032745031e-02
1.345000000000000107e+01 -3.295026901486252324e+00 -3.286108720695274155e+00 1.189420923578277632e-02
1.346000000000000085e+01 -3.327656588572993623e+00 -3.321187387829760418e+00 1.247420959802055147e-02
1.347000000000000064e+01 -3.344641107410332825e+00 -3.342068325425043174e+00 1.305705831211593192e-02
1.348000000000000043e+01 -3.346360314318291618e+00 -3.348772790306325131e+00 1.364245408671607707e-02
1.349000000000000021e+01 -3.333391834102505058e+00 -3.341421561121748596e+00 1.423008017393044208e-02
1.350000000000000000e+01 -3.306482447731941665e+00 -3.320230702883425256e+00 1.481960465177063931e-02
1.350999999999999979e+01 -3.266512824542323834e+00 -3.285506538546490773e+00 1.541068073875480164e-02
1.351999999999999957e+01 -3.214457390292138061e+00 -3.237639972635124597e+00 1.600294714025668821e-02
1.353000000000000114e+01 -3.151341427328090194e+00 -3.177100307604246332e+00 1.659602842614629065e-02
1.354000000000000092e+01 -3.078197693521508516e+00 -3.104428684434903385e+00 1.718953543923702754e-02
1.355000000000000071e+01 -2.996024909008149439e+00 -3.020231265612430605e+00 1.778306573402334279e-02
